customer_id,frequency,monetary,recency,r_score,f_score,m_score,rfm_score,rfm_total,segment
2114,1,1299.41,193,2,1,2,212,5,At Risk
2115,1,1159.48,39,5,1,2,512,8,New & Promising
2116,1,545.1,217,2,1,1,211,4,At Risk
2117,1,1873.58,178,3,1,3,313,7,New & Promising
2119,2,1731.77,100,4,4,3,443,11,Champions
2120,1,4068.52,122,4,1,5,415,10,New & Promising
2121,2,1081.49,102,4,4,2,442,10,Champions
2123,1,414.46,56,5,1,1,511,7,New & Promising
2130,1,1295.7,269,2,1,2,212,5,At Risk
2131,1,648.46,146,3,1,1,311,5,New & Promising
2132,1,1207.19,150,3,1,2,312,6,New & Promising
2135,1,390.76,74,4,1,1,411,6,New & Promising
2136,1,2507.7,238,2,1,4,214,7,At Risk
2140,1,3053.3,336,1,1,4,114,6,Lost
2141,1,4993.64,243,2,1,5,215,8,At Risk
2143,1,1030.14,75,4,1,2,412,7,New & Promising
2144,1,251.92,170,3,1,1,311,5,New & Promising
2147,1,2638.53,88,4,1,4,414,9,New & Promising
2151,3,7503.79,153,3,5,5,355,13,Loyal
2154,1,304.51,162,3,1,1,311,5,New & Promising
2155,3,5645.68,280,1,5,5,155,11,Lost
2156,2,1314.3600000000001,109,4,4,2,442,10,Champions
2157,2,1499.4299999999998,287,1,4,3,143,8,Lost
2163,2,1255.83,4,5,4,2,542,11,Champions
2164,1,2502.0,78,4,1,4,414,9,New & Promising
2165,1,1361.19,201,2,1,2,212,5,At Risk
2167,2,667.13,38,5,4,1,541,10,Champions
2169,1,633.88,177,3,1,1,311,5,New & Promising
2170,2,7742.3,193,2,4,5,245,11,At Risk
2176,1,563.42,207,2,1,1,211,4,At Risk
2177,1,427.52,255,2,1,1,211,4,At Risk
2179,1,255.85,175,3,1,1,311,5,New & Promising
2180,1,1217.97,252,2,1,2,212,5,At Risk
2182,1,597.85,112,4,1,1,411,6,New & Promising
2183,1,2957.16,355,1,1,4,114,6,Lost
2184,1,1473.0,264,2,1,3,213,6,At Risk
2185,1,2041.33,132,3,1,3,313,7,New & Promising
2189,1,3144.92,182,3,1,4,314,8,New & Promising
2191,1,1446.88,35,5,1,3,513,9,New & Promising
2192,1,1029.07,135,3,1,2,312,6,New & Promising
2193,2,2115.64,31,5,4,3,543,12,Champions
2199,2,4552.85,11,5,4,5,545,14,Champions
2200,2,2584.41,121,4,4,4,444,12,Champions
2201,1,2167.5,311,1,1,3,113,5,Lost
2202,2,2080.6000000000004,76,4,4,3,443,11,Champions
2205,1,694.49,267,2,1,1,211,4,At Risk
2207,1,348.62,179,3,1,1,311,5,New & Promising
2210,1,2921.29,134,3,1,4,314,8,New & Promising
2215,2,4814.959999999999,137,3,4,5,345,12,Loyal
2223,1,6708.92,107,4,1,5,415,10,New & Promising
2224,1,888.29,212,2,1,2,212,5,At Risk
2225,1,864.8,173,3,1,2,312,6,New & Promising
2226,1,4514.0,353,1,1,5,115,7,Lost
2227,1,508.2,279,1,1,1,111,3,Lost
2228,1,1168.78,291,1,1,2,112,4,Lost
2229,1,1940.76,312,1,1,3,113,5,Lost
2232,1,490.58,319,1,1,1,111,3,Lost
2234,1,66.76,323,1,1,1,111,3,Lost
2236,1,802.98,250,2,1,2,212,5,At Risk
2237,1,3555.01,166,3,1,4,314,8,New & Promising
2240,1,2536.47,126,3,1,4,314,8,New & Promising
2244,1,2059.52,239,2,1,3,213,6,At Risk
2247,1,450.13,281,1,1,1,111,3,Lost
2255,2,3328.34,2,5,4,4,544,13,Champions
2258,1,617.2,144,3,1,1,311,5,New & Promising
2260,2,4882.51,227,2,4,5,245,11,At Risk
2262,1,415.06,24,5,1,1,511,7,New & Promising
2266,1,641.5,128,3,1,1,311,5,New & Promising
2275,1,767.39,289,1,1,2,112,4,Lost
2277,1,951.32,245,2,1,2,212,5,At Risk
2278,1,2229.28,183,3,1,3,313,7,New & Promising
2280,1,1117.05,234,2,1,2,212,5,At Risk
2281,1,1506.42,57,5,1,3,513,9,New & Promising
2282,1,2032.3,24,5,1,3,513,9,New & Promising
2286,2,1859.9899999999998,104,4,4,3,443,11,Champions
2287,2,7664.75,104,4,4,5,445,13,Champions
2288,1,2882.34,69,4,1,4,414,9,New & Promising
2289,1,2204.36,346,1,1,3,113,5,Lost
2292,1,2318.59,279,1,1,3,113,5,Lost
2294,2,1449.48,103,4,4,3,443,11,Champions
2295,1,6400.47,103,4,1,5,415,10,New & Promising
2296,2,2406.66,207,2,4,4,244,10,At Risk
2297,2,2106.12,117,4,4,3,443,11,Champions
2303,1,403.28,58,5,1,1,511,7,New & Promising
2307,1,1828.44,166,3,1,3,313,7,New & Promising
2308,1,1523.48,183,3,1,3,313,7,New & Promising
2312,1,5409.68,227,2,1,5,215,8,At Risk
2314,2,2389.71,47,5,4,4,544,13,Champions
2319,1,799.92,144,3,1,2,312,6,New & Promising
2324,1,632.77,270,2,1,1,211,4,At Risk
2325,1,5234.01,102,4,1,5,415,10,New & Promising
2327,1,354.06,285,1,1,1,111,3,Lost
2329,2,2434.0,25,5,4,4,544,13,Champions
2335,2,3961.23,121,4,4,5,445,13,Champions
2344,2,2970.8500000000004,70,4,4,4,444,12,Champions
2347,2,3007.0,138,3,4,4,344,11,Loyal
2349,2,4454.2300000000005,111,4,4,5,445,13,Champions
2350,1,1769.0,14,5,1,3,513,9,New & Promising
2355,2,2391.05,85,4,4,4,444,12,Champions
2357,1,484.42,269,2,1,1,211,4,At Risk
2359,3,10788.55,11,5,5,5,555,15,Champions
2361,1,1184.9,95,4,1,2,412,7,New & Promising
2363,1,423.72,334,1,1,1,111,3,Lost
2364,1,4331.28,290,1,1,5,115,7,Lost
2365,1,495.65,317,1,1,1,111,3,Lost
2367,1,1637.1,27,5,1,3,513,9,New & Promising
2368,1,793.74,220,2,1,2,212,5,At Risk
2370,1,540.62,315,1,1,1,111,3,Lost
2375,1,3161.86,308,1,1,4,114,6,Lost
2376,1,1353.56,123,3,1,2,312,6,New & Promising
2378,2,5497.6,167,3,4,5,345,12,Loyal
2381,1,869.54,25,5,1,2,512,8,New & Promising
2385,1,2476.74,181,3,1,4,314,8,New & Promising
2387,1,643.25,299,1,1,1,111,3,Lost
2388,1,1168.64,39,5,1,2,512,8,New & Promising
2390,1,1128.06,344,1,1,2,112,4,Lost
2394,1,2244.2,166,3,1,3,313,7,New & Promising
2395,1,963.64,280,1,1,2,112,4,Lost
2396,2,3426.21,5,5,4,4,544,13,Champions
2398,2,7151.139999999999,96,4,4,5,445,13,Champions
2399,1,256.94,210,2,1,1,211,4,At Risk
2402,2,4831.389999999999,132,3,4,5,345,12,Loyal
2405,1,1034.52,177,3,1,2,312,6,New & Promising
2406,1,2242.92,198,2,1,3,213,6,At Risk
2407,1,242.01,105,4,1,1,411,6,New & Promising
2410,1,1982.73,339,1,1,3,113,5,Lost
2412,2,842.66,24,5,4,2,542,11,Champions
2415,1,2792.32,359,1,1,4,114,6,Lost
2417,3,7266.429999999999,113,4,5,5,455,14,Champions
2418,3,3150.91,233,2,5,4,254,11,At Risk
2419,1,262.53,178,3,1,1,311,5,New & Promising
2421,2,4790.17,123,3,4,5,345,12,Loyal
2422,3,2554.2200000000003,43,5,5,4,554,14,Champions
2423,2,1721.88,5,5,4,3,543,12,Champions
2424,1,3172.36,42,5,1,4,514,10,New & Promising
2425,1,1592.51,276,1,1,3,113,5,Lost
2429,1,3957.48,196,2,1,5,215,8,At Risk
2430,1,641.88,141,3,1,1,311,5,New & Promising
2431,2,2341.2799999999997,168,3,4,3,343,10,Loyal
2435,2,5916.63,17,5,4,5,545,14,Champions
2436,1,1363.24,95,4,1,2,412,7,New & Promising
2438,1,4495.8,127,3,1,5,315,9,New & Promising
2440,1,1616.89,306,1,1,3,113,5,Lost
2443,2,1095.1399999999999,44,5,4,2,542,11,Champions
2446,1,6305.0,303,1,1,5,115,7,Lost
2448,1,3704.66,111,4,1,4,414,9,New & Promising
2451,2,4754.38,181,3,4,5,345,12,Loyal
2453,2,8017.26,217,2,4,5,245,11,At Risk
2455,1,2008.08,249,2,1,3,213,6,At Risk
2458,1,1843.14,90,4,1,3,413,8,New & Promising
2459,1,1398.81,40,5,1,2,512,8,New & Promising
2460,1,634.56,309,1,1,1,111,3,Lost
2461,1,3136.9,256,2,1,4,214,7,At Risk
2462,2,3195.4700000000003,307,1,4,4,144,9,Lost
2465,2,1060.6599999999999,55,5,4,2,542,11,Champions
2466,1,1050.38,317,1,1,2,112,4,Lost
2469,2,2834.2,151,3,4,4,344,11,Loyal
2472,1,2631.31,96,4,1,4,414,9,New & Promising
2474,1,2877.06,227,2,1,4,214,7,At Risk
2476,1,1014.83,323,1,1,2,112,4,Lost
2478,1,619.42,60,4,1,1,411,6,New & Promising
2484,1,442.98,94,4,1,1,411,6,New & Promising
2486,1,986.19,10,5,1,2,512,8,New & Promising
2487,1,3466.22,286,1,1,4,114,6,Lost
2488,3,2745.75,207,2,5,4,254,11,At Risk
2489,1,384.48,225,2,1,1,211,4,At Risk
2490,1,1874.09,358,1,1,3,113,5,Lost
2491,1,1057.06,260,2,1,2,212,5,At Risk
2492,1,1765.4,330,1,1,3,113,5,Lost
2494,1,174.93,223,2,1,1,211,4,At Risk
2498,1,2589.03,328,1,1,4,114,6,Lost
2501,1,289.33,191,2,1,1,211,4,At Risk
2503,1,1406.12,220,2,1,2,212,5,At Risk
2506,1,5779.33,241,2,1,5,215,8,At Risk
2507,1,943.81,268,2,1,2,212,5,At Risk
2509,4,9080.46,44,5,5,5,555,15,Champions
2510,1,655.47,122,4,1,1,411,6,New & Promising
2511,1,3293.65,155,3,1,4,314,8,New & Promising
2515,2,2717.28,61,4,4,4,444,12,Champions
2517,2,4964.02,268,2,4,5,245,11,At Risk
2519,2,1165.01,73,4,4,2,442,10,Champions
2522,1,2041.77,142,3,1,3,313,7,New & Promising
2524,1,544.2,307,1,1,1,111,3,Lost
2526,2,4137.12,113,4,4,5,445,13,Champions
2527,2,4376.7,70,4,4,5,445,13,Champions
2528,1,325.58,187,3,1,1,311,5,New & Promising
2532,1,2456.1,346,1,1,4,114,6,Lost
2533,1,3765.61,251,2,1,4,214,7,At Risk
2534,1,2291.33,51,5,1,3,513,9,New & Promising
2535,1,800.73,41,5,1,2,512,8,New & Promising
2543,1,308.43,25,5,1,1,511,7,New & Promising
2546,1,5820.69,21,5,1,5,515,11,New & Promising
2549,2,4126.59,161,3,4,5,345,12,Loyal
2551,2,2166.74,248,2,4,3,243,9,At Risk
2556,1,4668.81,302,1,1,5,115,7,Lost
2557,1,1406.84,170,3,1,3,313,7,New & Promising
2558,3,7011.08,13,5,5,5,555,15,Champions
2559,1,3969.94,238,2,1,5,215,8,At Risk
2564,1,3319.36,354,1,1,4,114,6,Lost
2567,1,602.4,220,2,1,1,211,4,At Risk
2569,1,217.17,245,2,1,1,211,4,At Risk
2572,1,1479.39,227,2,1,3,213,6,At Risk
2573,1,233.0,311,1,1,1,111,3,Lost
2574,3,8379.22,79,4,5,5,455,14,Champions
2576,1,1934.76,314,1,1,3,113,5,Lost
2577,1,1496.55,247,2,1,3,213,6,At Risk
2583,1,473.5,189,3,1,1,311,5,New & Promising
2584,1,3175.56,307,1,1,4,114,6,Lost
2585,3,10070.72,20,5,5,5,555,15,Champions
2586,1,4102.48,351,1,1,5,115,7,Lost
2590,2,1663.9,192,2,4,3,243,9,At Risk
2591,1,3883.94,227,2,1,5,215,8,At Risk
2595,1,822.96,355,1,1,2,112,4,Lost
2596,1,425.54,172,3,1,1,311,5,New & Promising
2597,1,3559.62,163,3,1,4,314,8,New & Promising
2599,1,2026.4,341,1,1,3,113,5,Lost
2600,1,819.53,300,1,1,2,112,4,Lost
2601,3,2820.4300000000003,101,4,5,4,454,13,Champions
2602,1,5324.58,282,1,1,5,115,7,Lost
2607,2,8590.07,179,3,4,5,345,12,Loyal
2608,1,2632.28,362,1,1,4,114,6,Lost
2611,1,868.77,63,4,1,2,412,7,New & Promising
2613,1,2156.08,71,4,1,3,413,8,New & Promising
2615,1,1471.45,39,5,1,3,513,9,New & Promising
2622,1,236.64,132,3,1,1,311,5,New & Promising
2629,1,372.65,96,4,1,1,411,6,New & Promising
2631,1,4762.62,126,3,1,5,315,9,New & Promising
2632,1,631.96,21,5,1,1,511,7,New & Promising
2633,1,320.26,97,4,1,1,411,6,New & Promising
2636,1,545.95,175,3,1,1,311,5,New & Promising
2644,2,3809.29,49,5,4,4,544,13,Champions
2646,2,2113.0499999999997,117,4,4,3,443,11,Champions
2647,1,2839.53,102,4,1,4,414,9,New & Promising
2648,3,6517.379999999999,153,3,5,5,355,13,Loyal
2649,1,1448.16,74,4,1,3,413,8,New & Promising
2650,1,752.76,130,3,1,1,311,5,New & Promising
2656,1,1952.0,307,1,1,3,113,5,Lost
2658,1,783.21,151,3,1,2,312,6,New & Promising
2659,1,3550.06,230,2,1,4,214,7,At Risk
2663,2,2529.43,108,4,4,4,444,12,Champions
2665,1,2962.44,130,3,1,4,314,8,New & Promising
2666,1,180.92,297,1,1,1,111,3,Lost
2667,2,2895.0600000000004,61,4,4,4,444,12,Champions
2668,1,749.17,158,3,1,1,311,5,New & Promising
2669,1,673.05,241,2,1,1,211,4,At Risk
2671,3,7731.25,70,4,5,5,455,14,Champions
2678,1,236.89,152,3,1,1,311,5,New & Promising
2680,2,4179.96,286,1,4,5,145,10,Lost
2684,2,3029.67,19,5,4,4,544,13,Champions
2688,4,4665.7699999999995,31,5,5,5,555,15,Champions
2689,3,3816.79,63,4,5,4,454,13,Champions
2690,1,557.97,258,2,1,1,211,4,At Risk
2691,1,92.11,47,5,1,1,511,7,New & Promising
2692,1,223.47,212,2,1,1,211,4,At Risk
2693,1,1687.28,201,2,1,3,213,6,At Risk
2698,1,296.98,247,2,1,1,211,4,At Risk
2701,1,3732.45,286,1,1,4,114,6,Lost
2703,1,1355.73,54,5,1,2,512,8,New & Promising
2705,1,5568.58,363,1,1,5,115,7,Lost
2707,1,731.68,316,1,1,1,111,3,Lost
2708,1,2952.29,109,4,1,4,414,9,New & Promising
2710,2,1335.5700000000002,142,3,4,2,342,9,Loyal
2711,1,1368.76,88,4,1,2,412,7,New & Promising
2714,1,514.09,173,3,1,1,311,5,New & Promising
2716,1,2245.98,260,2,1,3,213,6,At Risk
2717,2,3890.17,45,5,4,5,545,14,Champions
2721,1,389.03,104,4,1,1,411,6,New & Promising
2722,1,2545.56,258,2,1,4,214,7,At Risk
2726,2,2550.6800000000003,270,2,4,4,244,10,At Risk
2727,1,1124.67,83,4,1,2,412,7,New & Promising
2728,2,2921.7200000000003,220,2,4,4,244,10,At Risk
2730,1,518.11,158,3,1,1,311,5,New & Promising
2732,1,435.85,73,4,1,1,411,6,New & Promising
2733,1,1231.76,48,5,1,2,512,8,New & Promising
2735,2,1635.5300000000002,54,5,4,3,543,12,Champions
2736,1,1461.58,92,4,1,3,413,8,New & Promising
2737,1,1798.58,144,3,1,3,313,7,New & Promising
2738,2,2302.67,207,2,4,3,243,9,At Risk
2739,1,1943.51,246,2,1,3,213,6,At Risk
2740,1,476.04,340,1,1,1,111,3,Lost
2742,1,1051.26,359,1,1,2,112,4,Lost
2743,1,765.41,147,3,1,2,312,6,New & Promising
2745,1,468.55,354,1,1,1,111,3,Lost
2746,1,1431.67,27,5,1,3,513,9,New & Promising
2748,1,592.78,314,1,1,1,111,3,Lost
2749,1,333.0,53,5,1,1,511,7,New & Promising
2751,2,8097.55,100,4,4,5,445,13,Champions
2753,2,3799.09,315,1,4,4,144,9,Lost
2754,1,1175.41,102,4,1,2,412,7,New & Promising
2755,1,1076.95,334,1,1,2,112,4,Lost
2756,2,1468.6,185,3,4,3,343,10,Loyal
2757,1,3275.71,27,5,1,4,514,10,New & Promising
2758,1,587.9,116,4,1,1,411,6,New & Promising
2759,1,3785.88,36,5,1,4,514,10,New & Promising
2760,1,2884.8,345,1,1,4,114,6,Lost
2761,1,1030.62,266,2,1,2,212,5,At Risk
2769,1,343.64,134,3,1,1,311,5,New & Promising
2770,2,6422.71,255,2,4,5,245,11,At Risk
2771,1,762.26,64,4,1,2,412,7,New & Promising
2772,1,2171.84,20,5,1,3,513,9,New & Promising
2780,2,6567.049999999999,237,2,4,5,245,11,At Risk
2783,4,6986.240000000001,59,4,5,5,455,14,Champions
2786,1,1198.02,237,2,1,2,212,5,At Risk
2787,1,1560.73,202,2,1,3,213,6,At Risk
2788,1,707.16,196,2,1,1,211,4,At Risk
2790,1,108.44,139,3,1,1,311,5,New & Promising
2793,1,331.95,27,5,1,1,511,7,New & Promising
2794,1,4580.96,244,2,1,5,215,8,At Risk
2796,1,3518.39,178,3,1,4,314,8,New & Promising
2797,1,1169.0,184,3,1,2,312,6,New & Promising
2798,2,4643.15,168,3,4,5,345,12,Loyal
2799,3,6504.94,91,4,5,5,455,14,Champions
2801,2,1282.23,118,4,4,2,442,10,Champions
2802,1,2972.79,68,4,1,4,414,9,New & Promising
2804,1,2572.61,246,2,1,4,214,7,At Risk
2810,2,3787.02,183,3,4,4,344,11,Loyal
2811,1,2227.05,136,3,1,3,313,7,New & Promising
2812,1,1791.55,96,4,1,3,413,8,New & Promising
2813,1,609.45,325,1,1,1,111,3,Lost
2814,2,6410.81,79,4,4,5,445,13,Champions
2816,1,2391.37,69,4,1,4,414,9,New & Promising
2817,1,1364.4,20,5,1,2,512,8,New & Promising
2818,2,6011.61,64,4,4,5,445,13,Champions
2819,1,427.93,56,5,1,1,511,7,New & Promising
2821,3,8288.779999999999,32,5,5,5,555,15,Champions
2824,3,7341.73,85,4,5,5,455,14,Champions
2829,1,643.17,29,5,1,1,511,7,New & Promising
2831,1,805.68,217,2,1,2,212,5,At Risk
2832,1,4980.84,327,1,1,5,115,7,Lost
2833,1,2638.71,343,1,1,4,114,6,Lost
2835,1,941.6,269,2,1,2,212,5,At Risk
2838,1,2397.51,40,5,1,4,514,10,New & Promising
2840,1,1597.05,125,3,1,3,313,7,New & Promising
2841,1,3929.76,220,2,1,5,215,8,At Risk
2842,2,3089.34,57,5,4,4,544,13,Champions
2845,1,1238.5,5,5,1,2,512,8,New & Promising
2847,1,4613.8,354,1,1,5,115,7,Lost
2848,1,2121.01,129,3,1,3,313,7,New & Promising
2855,1,2712.04,355,1,1,4,114,6,Lost
2858,1,3152.38,186,3,1,4,314,8,New & Promising
2859,1,4138.96,76,4,1,5,415,10,New & Promising
2863,1,924.69,287,1,1,2,112,4,Lost
2865,1,146.24,319,1,1,1,111,3,Lost
2867,1,847.85,161,3,1,2,312,6,New & Promising
2869,1,454.2,276,1,1,1,111,3,Lost
2871,2,4114.53,239,2,4,5,245,11,At Risk
2875,1,930.17,352,1,1,2,112,4,Lost
2882,1,763.25,290,1,1,2,112,4,Lost
2883,1,478.52,144,3,1,1,311,5,New & Promising
2884,1,617.88,154,3,1,1,311,5,New & Promising
2886,1,1603.0,146,3,1,3,313,7,New & Promising
2887,1,1927.85,201,2,1,3,213,6,At Risk
2888,1,1966.66,359,1,1,3,113,5,Lost
2889,2,4884.33,201,2,4,5,245,11,At Risk
2891,1,1406.27,323,1,1,2,112,4,Lost
2892,1,342.8,280,1,1,1,111,3,Lost
2894,1,2382.92,317,1,1,4,114,6,Lost
2896,1,3365.4,139,3,1,4,314,8,New & Promising
2897,1,823.77,202,2,1,2,212,5,At Risk
2903,1,1175.54,140,3,1,2,312,6,New & Promising
2905,1,1739.54,324,1,1,3,113,5,Lost
2908,1,3074.4,206,2,1,4,214,7,At Risk
2909,1,1826.85,212,2,1,3,213,6,At Risk
2913,2,1228.38,190,2,4,2,242,8,At Risk
2914,1,461.23,122,4,1,1,411,6,New & Promising
2916,2,4901.32,267,2,4,5,245,11,At Risk
2919,2,1208.96,109,4,4,2,442,10,Champions
2920,1,391.61,40,5,1,1,511,7,New & Promising
2924,1,907.07,31,5,1,2,512,8,New & Promising
2928,2,372.48,100,4,4,1,441,9,Champions
2930,1,2868.06,250,2,1,4,214,7,At Risk
2931,1,4104.24,118,4,1,5,415,10,New & Promising
2932,1,790.8,51,5,1,2,512,8,New & Promising
2933,1,255.36,4,5,1,1,511,7,New & Promising
2934,1,873.0,276,1,1,2,112,4,Lost
2935,1,2615.72,239,2,1,4,214,7,At Risk
2936,3,3655.1000000000004,141,3,5,4,354,12,Loyal
2938,1,1864.33,259,2,1,3,213,6,At Risk
2939,5,10970.79,15,5,5,5,555,15,Champions
2940,1,262.75,121,4,1,1,411,6,New & Promising
2941,1,1301.2,132,3,1,2,312,6,New & Promising
2944,1,629.29,133,3,1,1,311,5,New & Promising
2949,2,3033.5,147,3,4,4,344,11,Loyal
2950,1,7273.84,245,2,1,5,215,8,At Risk
2952,1,251.28,342,1,1,1,111,3,Lost
2955,2,5796.3,36,5,4,5,545,14,Champions
2957,1,584.86,365,1,1,1,111,3,Lost
2960,1,1527.31,286,1,1,3,113,5,Lost
2962,1,2069.36,237,2,1,3,213,6,At Risk
2964,1,1198.49,231,2,1,2,212,5,At Risk
2967,1,821.97,35,5,1,2,512,8,New & Promising
2970,1,3120.36,291,1,1,4,114,6,Lost
2971,1,2426.64,19,5,1,4,514,10,New & Promising
2972,1,363.71,26,5,1,1,511,7,New & Promising
2973,3,5777.7,8,5,5,5,555,15,Champions
2974,1,890.53,78,4,1,2,412,7,New & Promising
2976,1,1399.04,178,3,1,2,312,6,New & Promising
2977,1,2622.92,160,3,1,4,314,8,New & Promising
2978,1,395.35,138,3,1,1,311,5,New & Promising
2980,2,2601.2,139,3,4,4,344,11,Loyal
2986,1,569.71,307,1,1,1,111,3,Lost
2988,2,537.24,278,1,4,1,141,6,Lost
2990,1,299.85,337,1,1,1,111,3,Lost
2992,2,1485.57,7,5,4,3,543,12,Champions
2993,1,934.68,249,2,1,2,212,5,At Risk
2994,3,12989.279999999999,138,3,5,5,355,13,Loyal
2995,1,736.83,170,3,1,1,311,5,New & Promising
3000,2,2312.56,189,3,4,3,343,10,Loyal
3002,1,1464.6,32,5,1,3,513,9,New & Promising
3005,1,720.4,151,3,1,1,311,5,New & Promising
3009,1,1952.78,172,3,1,3,313,7,New & Promising
3013,1,180.62,237,2,1,1,211,4,At Risk
3015,2,3544.8,12,5,4,4,544,13,Champions
3019,1,805.68,287,1,1,2,112,4,Lost
3020,1,707.3,190,2,1,1,211,4,At Risk
3021,2,3663.0899999999997,105,4,4,4,444,12,Champions
3022,1,3718.5,335,1,1,4,114,6,Lost
3024,2,2757.8900000000003,166,3,4,4,344,11,Loyal
3027,1,1859.91,169,3,1,3,313,7,New & Promising
3029,1,3623.36,206,2,1,4,214,7,At Risk
3030,1,836.96,353,1,1,2,112,4,Lost
3036,2,3871.66,13,5,4,5,545,14,Champions
3038,1,1149.52,31,5,1,2,512,8,New & Promising
3045,1,1281.66,15,5,1,2,512,8,New & Promising
3046,1,1960.17,15,5,1,3,513,9,New & Promising
3048,1,354.54,211,2,1,1,211,4,At Risk
3049,2,2610.6,152,3,4,4,344,11,Loyal
3052,3,6955.42,180,3,5,5,355,13,Loyal
3057,1,2733.19,111,4,1,4,414,9,New & Promising
3059,1,913.98,354,1,1,2,112,4,Lost
3061,1,3134.76,344,1,1,4,114,6,Lost
3065,1,1164.46,167,3,1,2,312,6,New & Promising
3067,1,1071.75,280,1,1,2,112,4,Lost
3068,1,887.56,133,3,1,2,312,6,New & Promising
3069,1,676.4,52,5,1,1,511,7,New & Promising
3071,1,1649.41,162,3,1,3,313,7,New & Promising
3072,2,4101.24,51,5,4,5,545,14,Champions
3073,1,4979.55,197,2,1,5,215,8,At Risk
3077,1,2031.59,265,2,1,3,213,6,At Risk
3078,1,224.83,114,4,1,1,411,6,New & Promising
3079,1,3527.74,171,3,1,4,314,8,New & Promising
3081,1,1658.87,272,2,1,3,213,6,At Risk
3087,2,967.83,160,3,4,2,342,9,Loyal
3088,1,246.29,344,1,1,1,111,3,Lost
3090,1,734.66,64,4,1,1,411,6,New & Promising
3092,2,7062.030000000001,129,3,4,5,345,12,Loyal
3094,1,2375.11,68,4,1,4,414,9,New & Promising
3101,1,1956.67,339,1,1,3,113,5,Lost
3105,1,821.18,163,3,1,2,312,6,New & Promising
3106,1,2749.36,93,4,1,4,414,9,New & Promising
3107,1,1754.48,193,2,1,3,213,6,At Risk
3111,1,169.29,193,2,1,1,211,4,At Risk
3113,1,1879.1,266,2,1,3,213,6,At Risk
3116,2,2318.0699999999997,314,1,4,3,143,8,Lost
3117,1,1065.5,50,5,1,2,512,8,New & Promising
3118,2,2332.74,211,2,4,3,243,9,At Risk
3119,2,4961.79,118,4,4,5,445,13,Champions
3121,2,4383.87,31,5,4,5,545,14,Champions
3122,1,2434.09,198,2,1,4,214,7,At Risk
3123,1,403.01,192,2,1,1,211,4,At Risk
3124,1,240.26,98,4,1,1,411,6,New & Promising
3126,1,724.99,157,3,1,1,311,5,New & Promising
3128,3,2478.08,238,2,5,4,254,11,At Risk
3129,1,2074.68,65,4,1,3,413,8,New & Promising
3131,1,881.86,34,5,1,2,512,8,New & Promising
3133,1,1733.53,82,4,1,3,413,8,New & Promising
3134,1,604.0,120,4,1,1,411,6,New & Promising
3135,2,1976.2,26,5,4,3,543,12,Champions
3137,1,3071.68,220,2,1,4,214,7,At Risk
3139,1,2161.92,326,1,1,3,113,5,Lost
3140,2,3433.88,19,5,4,4,544,13,Champions
3141,1,893.18,342,1,1,2,112,4,Lost
3142,2,965.03,188,3,4,2,342,9,Loyal
3144,1,2964.06,194,2,1,4,214,7,At Risk
3145,1,2348.29,253,2,1,3,213,6,At Risk
3150,1,351.11,175,3,1,1,311,5,New & Promising
3151,1,3652.0,220,2,1,4,214,7,At Risk
3155,1,257.28,2,5,1,1,511,7,New & Promising
3160,1,825.21,337,1,1,2,112,4,Lost
3162,2,5189.4400000000005,168,3,4,5,345,12,Loyal
3166,1,165.26,288,1,1,1,111,3,Lost
3170,1,1152.64,6,5,1,2,512,8,New & Promising
3173,1,1159.81,350,1,1,2,112,4,Lost
3176,1,1004.96,57,5,1,2,512,8,New & Promising
3180,1,119.71,230,2,1,1,211,4,At Risk
3182,1,1050.62,217,2,1,2,212,5,At Risk
3183,1,401.2,145,3,1,1,311,5,New & Promising
3184,1,1203.93,126,3,1,2,312,6,New & Promising
3188,2,2043.6399999999999,48,5,4,3,543,12,Champions
3189,1,653.14,185,3,1,1,311,5,New & Promising
3191,2,4114.66,82,4,4,5,445,13,Champions
3192,2,3772.46,22,5,4,4,544,13,Champions
3193,2,6477.18,281,1,4,5,145,10,Lost
3196,1,796.46,162,3,1,2,312,6,New & Promising
3197,1,2187.33,94,4,1,3,413,8,New & Promising
3199,1,113.04,365,1,1,1,111,3,Lost
3200,3,4233.42,68,4,5,5,455,14,Champions
3202,1,1859.47,165,3,1,3,313,7,New & Promising
3203,1,438.66,213,2,1,1,211,4,At Risk
3204,1,3017.0,191,2,1,4,214,7,At Risk
3205,1,2309.84,192,2,1,3,213,6,At Risk
3206,1,2005.05,65,4,1,3,413,8,New & Promising
3207,2,7242.75,235,2,4,5,245,11,At Risk
3211,1,5794.96,345,1,1,5,115,7,Lost
3213,2,3030.91,183,3,4,4,344,11,Loyal
3214,1,634.7,215,2,1,1,211,4,At Risk
3216,1,2933.06,304,1,1,4,114,6,Lost
3218,1,4502.4,306,1,1,5,115,7,Lost
3221,2,3051.3599999999997,307,1,4,4,144,9,Lost
3222,1,2717.68,167,3,1,4,314,8,New & Promising
3225,3,4888.14,40,5,5,5,555,15,Champions
3228,1,1034.3,104,4,1,2,412,7,New & Promising
3229,1,2260.08,236,2,1,3,213,6,At Risk
3237,1,1911.91,308,1,1,3,113,5,Lost
3238,1,3150.44,319,1,1,4,114,6,Lost
3239,1,3147.62,344,1,1,4,114,6,Lost
3240,2,5949.87,39,5,4,5,545,14,Champions
