customer_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_helpful_votes,payment_method,day_of_month,month_number,visit_weekday,visit_season,session_duration_bucket,visit_year,visit_quarter,month_name
9727,23-07-2024,Desktop,Returning User,Referral,618,Grocery,1031.46,3,10,309.44,0,5,1290,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,23,7,Tuesday,Autumn,Long,2024,Q3,July
9202,02-10-2024,Desktop,New User,Email Campaign,689,Grocery,744.99,1,10,74.5,0,22,702,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,2,10,Wednesday,Spring,Short,2024,Q4,October
1906,10-10-2024,Mobile,Returning User,Direct,519,Grocery,317.4,4,15,190.44,0,7,1019,Added,Not Purchased,Abandoned,4,0,UPI,10,10,Thursday,Spring,Long,2024,Q4,October
7688,23-03-2024,Desktop,New User,Referral,88,Books,1659.52,2,20,663.81,0,10,208,Added,Not Purchased,Abandoned,4,0,Credit Card,23,3,Saturday,Summer,Very Short,2024,Q1,March
6329,20-01-2024,Desktop,New User,Paid Ads,574,Sports & Fitness,341.61,4,30,409.93,0,14,1167,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,20,1,Saturday,Winter,Long,2024,Q1,January
2017,11-03-2024,Desktop,New User,Email Campaign,524,Grocery,180.98,2,10,36.2,325.76,3,121,Added,Purchased,Not Abandoned,4,48,Net Banking,11,3,Monday,Summer,Very Short,2024,Q1,March
3314,25-10-2024,Desktop,Returning User,Organic Search,342,Beauty & Personal Care,340.48,1,30,102.14,0,21,619,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,25,10,Friday,Spring,Short,2024,Q4,October
9341,06-04-2024,Mobile,New User,Paid Ads,710,Books,442.47,2,20,176.99,0,2,276,Added,Not Purchased,Abandoned,4,0,Credit Card,6,4,Saturday,Summer,Very Short,2024,Q2,April
5885,22-01-2024,Desktop,New User,Organic Search,377,Beauty & Personal Care,567.43,3,0,0,0,18,763,Not Added,Not Purchased,Not Abandoned,4,0,UPI,22,1,Monday,Winter,Short,2024,Q1,January
4045,05-08-2024,Desktop,New User,Email Campaign,317,Grocery,681.86,1,15,102.28,0,13,1013,Added,Not Purchased,Abandoned,4,0,Credit Card,5,8,Monday,Autumn,Long,2024,Q3,August
3883,17-11-2024,Desktop,Returning User,Social Media,457,Sports & Fitness,437.11,3,0,0,0,4,115,Added,Not Purchased,Abandoned,4,0,Net Banking,17,11,Sunday,Spring,Very Short,2024,Q4,November
8539,22-03-2024,Tablet,New User,Organic Search,824,Grocery,278.89,2,25,139.44,0,10,112,Not Added,Not Purchased,Not Abandoned,4,0,UPI,22,3,Friday,Summer,Very Short,2024,Q1,March
3550,16-01-2024,Desktop,Returning User,Referral,275,Books,1651.09,4,0,0,6604.36,1,1127,Added,Purchased,Not Abandoned,2,10,Credit Card,16,1,Tuesday,Winter,Long,2024,Q1,January
2429,21-02-2024,Mobile,New User,Referral,422,Sports & Fitness,408.55,1,15,61.28,0,18,619,Not Added,Not Purchased,Not Abandoned,4,0,UPI,21,2,Wednesday,Winter,Short,2024,Q1,February
6164,16-02-2024,Mobile,New User,Referral,248,Electronics,328.28,4,10,131.31,0,18,1665,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,16,2,Friday,Winter,Very Long,2024,Q1,February
9931,15-03-2024,Desktop,Returning User,Social Media,675,Fashion,738.7,4,10,295.48,2659.32,4,977,Added,Purchased,Not Abandoned,4,7,Cash on Delivery,15,3,Friday,Summer,Long,2024,Q1,March
2649,06-03-2024,Mobile,Returning User,Social Media,475,Sports & Fitness,499.99,1,5,25,0,5,501,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,6,3,Wednesday,Summer,Short,2024,Q1,March
3297,20-08-2024,Desktop,Returning User,Email Campaign,137,Electronics,476.76,3,0,0,0,6,1559,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,20,8,Tuesday,Autumn,Very Long,2024,Q3,August
5221,22-03-2024,Mobile,Returning User,Email Campaign,592,Toys & Baby,278.9,3,20,167.34,0,4,288,Added,Not Purchased,Abandoned,4,0,Net Banking,22,3,Friday,Summer,Very Short,2024,Q1,March
2798,19-07-2024,Mobile,Returning User,Email Campaign,878,Electronics,552.77,1,0,0,0,10,713,Added,Not Purchased,Abandoned,4,0,Credit Card,19,7,Friday,Autumn,Short,2024,Q3,July
6856,26-05-2024,Mobile,Returning User,Email Campaign,441,Books,1681.73,4,20,1345.38,0,3,232,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,26,5,Sunday,Summer,Very Short,2024,Q2,May
3282,26-08-2024,Desktop,New User,Paid Ads,101,Toys & Baby,869.97,3,20,521.98,2087.93,20,1066,Added,Purchased,Not Abandoned,5,18,UPI,26,8,Monday,Autumn,Long,2024,Q3,August
2153,27-08-2024,Mobile,New User,Social Media,189,Beauty & Personal Care,1485.46,4,20,1188.37,0,20,1145,Added,Not Purchased,Abandoned,4,0,Net Banking,27,8,Tuesday,Autumn,Long,2024,Q3,August
3351,04-08-2024,Desktop,Returning User,Paid Ads,493,Fashion,530.92,1,15,79.64,0,11,890,Not Added,Not Purchased,Not Abandoned,4,0,UPI,4,8,Sunday,Autumn,Short,2024,Q3,August
9374,21-11-2024,Mobile,Returning User,Referral,337,Books,481.92,3,20,289.15,0,2,1458,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,21,11,Thursday,Spring,Very Long,2024,Q4,November
9413,12-03-2024,Tablet,Returning User,Direct,852,Grocery,1163.87,2,10,232.77,0,5,476,Not Added,Not Purchased,Not Abandoned,4,0,UPI,12,3,Tuesday,Summer,Short,2024,Q1,March
5551,10-07-2024,Desktop,Returning User,Paid Ads,634,Toys & Baby,1661.57,1,10,166.16,0,4,202,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,10,7,Wednesday,Autumn,Very Short,2024,Q3,July
4603,23-05-2024,Desktop,Returning User,Direct,148,Fashion,650.8,1,0,0,0,2,1420,Added,Not Purchased,Abandoned,4,0,Credit Card,23,5,Thursday,Summer,Very Long,2024,Q2,May
8374,13-07-2024,Desktop,Returning User,Email Campaign,704,Sports & Fitness,59.7,4,5,11.94,0,6,1639,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,13,7,Saturday,Autumn,Very Long,2024,Q3,July
2748,21-02-2024,Desktop,New User,Organic Search,496,Grocery,296.39,2,0,0,592.78,15,972,Added,Purchased,Not Abandoned,5,18,Credit Card,21,2,Wednesday,Winter,Long,2024,Q1,February
6884,26-04-2024,Desktop,New User,Organic Search,681,Home & Kitchen,1672.46,1,0,0,0,8,1749,Not Added,Not Purchased,Not Abandoned,4,0,UPI,26,4,Friday,Summer,Very Long,2024,Q2,April
7119,09-12-2024,Mobile,New User,Email Campaign,643,Electronics,502.31,4,0,0,2009.24,6,146,Added,Purchased,Not Abandoned,2,42,Debit Card,9,12,Monday,Winter,Very Short,2024,Q4,December
7389,19-10-2024,Mobile,Returning User,Organic Search,596,Fashion,337.96,1,20,67.59,270.37,3,498,Added,Purchased,Not Abandoned,5,49,Cash on Delivery,19,10,Saturday,Spring,Short,2024,Q4,October
2961,04-06-2024,Desktop,New User,Social Media,492,Home & Kitchen,1509.43,1,0,0,0,14,308,Not Added,Not Purchased,Not Abandoned,4,0,UPI,4,6,Tuesday,Autumn,Very Short,2024,Q2,June
7444,10-02-2024,Desktop,Returning User,Direct,209,Grocery,347.54,1,5,17.38,0,8,407,Added,Not Purchased,Abandoned,4,0,Debit Card,10,2,Saturday,Winter,Very Short,2024,Q1,February
6507,24-08-2024,Desktop,Returning User,Organic Search,327,Books,1106.71,3,5,166.01,3154.12,20,769,Added,Purchased,Not Abandoned,2,14,Credit Card,24,8,Saturday,Autumn,Short,2024,Q3,August
8875,19-04-2024,Desktop,Returning User,Paid Ads,366,Grocery,219.69,4,0,0,0,7,851,Added,Not Purchased,Abandoned,4,0,Credit Card,19,4,Friday,Summer,Short,2024,Q2,April
2569,30-04-2024,Mobile,Returning User,Direct,189,Fashion,217.17,1,0,0,217.17,19,589,Added,Purchased,Not Abandoned,4,2,Net Banking,30,4,Tuesday,Summer,Short,2024,Q2,April
6521,05-02-2024,Mobile,New User,Direct,500,Grocery,719.86,3,30,647.87,0,9,522,Not Added,Not Purchased,Not Abandoned,4,0,EMI,5,2,Monday,Winter,Short,2024,Q1,February
8465,15-04-2024,Desktop,Returning User,Social Media,77,Toys & Baby,285.05,4,10,114.02,1026.18,21,1153,Added,Purchased,Not Abandoned,5,16,Net Banking,15,4,Monday,Summer,Long,2024,Q2,April
3503,19-03-2024,Desktop,Returning User,Paid Ads,862,Grocery,581.41,3,0,0,0,14,1526,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,19,3,Tuesday,Summer,Very Long,2024,Q1,March
7693,13-01-2024,Desktop,New User,Direct,192,Electronics,899.39,1,5,44.97,0,17,1251,Not Added,Not Purchased,Not Abandoned,4,0,UPI,13,1,Saturday,Winter,Long,2024,Q1,January
1895,02-08-2024,Desktop,New User,Paid Ads,161,Beauty & Personal Care,1087.04,4,0,0,0,14,1758,Added,Not Purchased,Abandoned,4,0,EMI,2,8,Friday,Autumn,Very Long,2024,Q3,August
7462,19-12-2024,Mobile,Returning User,Organic Search,712,Fashion,784.7,2,10,156.94,0,24,706,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,19,12,Thursday,Winter,Short,2024,Q4,December
6455,15-02-2024,Mobile,Returning User,Paid Ads,541,Books,630.62,3,25,472.96,0,5,1284,Not Added,Not Purchased,Not Abandoned,4,0,UPI,15,2,Thursday,Winter,Long,2024,Q1,February
2732,20-01-2024,Mobile,New User,Direct,53,Beauty & Personal Care,607.12,1,10,60.71,0,15,383,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,20,1,Saturday,Winter,Very Short,2024,Q1,January
1597,06-02-2024,Mobile,New User,Direct,362,Electronics,186.04,3,30,167.44,0,23,525,Added,Not Purchased,Abandoned,4,0,EMI,6,2,Tuesday,Winter,Short,2024,Q1,February
7708,18-07-2024,Desktop,Returning User,Organic Search,731,Toys & Baby,1302.14,4,15,781.28,0,19,89,Added,Not Purchased,Abandoned,4,0,EMI,18,7,Thursday,Autumn,Very Short,2024,Q3,July
3171,28-10-2024,Desktop,New User,Referral,375,Beauty & Personal Care,492.91,1,5,24.65,0,3,1415,Added,Not Purchased,Abandoned,4,0,Net Banking,28,10,Monday,Spring,Very Long,2024,Q4,October
5476,23-04-2024,Desktop,Returning User,Organic Search,575,Sports & Fitness,341.94,2,15,102.58,0,21,1326,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,23,4,Tuesday,Summer,Long,2024,Q2,April
1546,13-02-2024,Desktop,New User,Email Campaign,675,Fashion,215.88,4,25,215.88,0,19,146,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,13,2,Tuesday,Winter,Very Short,2024,Q1,February
9670,05-02-2024,Mobile,New User,Social Media,832,Fashion,506.01,2,0,0,0,6,268,Added,Not Purchased,Abandoned,4,0,UPI,5,2,Monday,Winter,Very Short,2024,Q1,February
5939,09-08-2024,Desktop,New User,Organic Search,593,Beauty & Personal Care,1385.41,3,0,0,4156.23,24,1297,Added,Purchased,Not Abandoned,5,9,Debit Card,9,8,Friday,Autumn,Long,2024,Q3,August
9383,10-05-2024,Mobile,New User,Referral,555,Beauty & Personal Care,713.37,4,20,570.7,0,9,1647,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,10,5,Friday,Summer,Very Long,2024,Q2,May
2442,08-05-2024,Mobile,New User,Paid Ads,477,Books,1538.24,3,15,692.21,0,6,1157,Added,Not Purchased,Abandoned,4,0,EMI,8,5,Wednesday,Summer,Long,2024,Q2,May
2851,28-03-2024,Desktop,Returning User,Direct,445,Beauty & Personal Care,941.64,1,0,0,0,18,915,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,28,3,Thursday,Summer,Long,2024,Q1,March
6493,23-11-2024,Desktop,New User,Social Media,55,Grocery,288.78,1,30,86.63,0,15,352,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,23,11,Saturday,Spring,Very Short,2024,Q4,November
6439,16-05-2024,Mobile,Returning User,Paid Ads,250,Beauty & Personal Care,1453.01,3,0,0,0,20,348,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,16,5,Thursday,Summer,Very Short,2024,Q2,May
8116,15-09-2024,Desktop,New User,Social Media,82,Toys & Baby,1898.42,2,0,0,0,9,55,Not Added,Not Purchased,Not Abandoned,4,0,EMI,15,9,Sunday,Spring,Very Short,2024,Q3,September
9351,27-09-2024,Desktop,Returning User,Email Campaign,229,Beauty & Personal Care,515.88,1,0,0,0,10,1738,Not Added,Not Purchased,Not Abandoned,4,0,UPI,27,9,Friday,Spring,Very Long,2024,Q3,September
8396,22-01-2024,Mobile,Returning User,Direct,469,Home & Kitchen,661.05,3,15,297.47,0,4,1737,Not Added,Not Purchased,Not Abandoned,4,0,UPI,22,1,Monday,Winter,Very Long,2024,Q1,January
2261,31-03-2024,Desktop,New User,Direct,775,Fashion,731.04,2,0,0,0,13,442,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,31,3,Sunday,Summer,Very Short,2024,Q1,March
3785,22-11-2024,Mobile,Returning User,Direct,758,Sports & Fitness,422.89,3,5,63.43,0,13,277,Not Added,Not Purchased,Not Abandoned,4,0,UPI,22,11,Friday,Spring,Very Short,2024,Q4,November
9223,18-11-2024,Desktop,New User,Social Media,48,Beauty & Personal Care,1080.02,4,10,432.01,0,20,1540,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,18,11,Monday,Spring,Very Long,2024,Q4,November
5940,31-05-2024,Desktop,Returning User,Organic Search,447,Electronics,819.9,3,5,122.98,0,11,255,Added,Not Purchased,Abandoned,4,0,Credit Card,31,5,Friday,Summer,Very Short,2024,Q2,May
8802,27-02-2024,Desktop,Returning User,Email Campaign,312,Electronics,670.43,2,25,335.22,0,20,1221,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,27,2,Tuesday,Winter,Long,2024,Q1,February
6066,18-04-2024,Desktop,New User,Direct,507,Toys & Baby,704.33,1,15,105.65,0,3,120,Added,Not Purchased,Abandoned,4,0,UPI,18,4,Thursday,Summer,Very Short,2024,Q2,April
1447,12-12-2024,Mobile,Returning User,Organic Search,82,Fashion,108.48,1,15,16.27,92.21,20,254,Added,Purchased,Not Abandoned,4,39,EMI,12,12,Thursday,Winter,Very Short,2024,Q4,December
5255,02-09-2024,Mobile,New User,Social Media,893,Electronics,679.73,3,0,0,2039.19,19,547,Added,Purchased,Not Abandoned,4,9,Cash on Delivery,2,9,Monday,Spring,Short,2024,Q3,September
8421,28-01-2024,Desktop,Returning User,Email Campaign,236,Beauty & Personal Care,883.13,1,20,176.63,0,8,1491,Not Added,Not Purchased,Not Abandoned,4,0,EMI,28,1,Sunday,Winter,Very Long,2024,Q1,January
6895,19-09-2024,Mobile,Returning User,Organic Search,219,Home & Kitchen,1448.73,3,0,0,4346.19,20,1333,Added,Purchased,Not Abandoned,5,37,Debit Card,19,9,Thursday,Spring,Long,2024,Q3,September
2194,23-02-2024,Mobile,New User,Referral,614,Beauty & Personal Care,616.22,3,0,0,0,15,1539,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,23,2,Friday,Winter,Very Long,2024,Q1,February
2890,20-04-2024,Desktop,New User,Referral,474,Sports & Fitness,467.04,2,0,0,0,23,1480,Added,Not Purchased,Abandoned,4,0,Credit Card,20,4,Saturday,Summer,Very Long,2024,Q2,April
8688,24-06-2024,Mobile,New User,Direct,421,Books,778.32,1,10,77.83,700.49,23,1618,Added,Purchased,Not Abandoned,4,39,Cash on Delivery,24,6,Monday,Autumn,Very Long,2024,Q2,June
9812,08-05-2024,Desktop,Returning User,Social Media,687,Toys & Baby,385.81,2,15,115.74,655.88,7,1453,Added,Purchased,Not Abandoned,4,1,Credit Card,8,5,Wednesday,Summer,Very Long,2024,Q2,May
7775,11-09-2024,Desktop,Returning User,Referral,87,Sports & Fitness,496.83,4,5,99.37,0,8,58,Not Added,Not Purchased,Not Abandoned,4,0,UPI,11,9,Wednesday,Spring,Very Short,2024,Q3,September
1882,27-02-2024,Desktop,Returning User,Email Campaign,855,Books,567.67,2,0,0,0,24,1632,Added,Not Purchased,Abandoned,4,0,EMI,27,2,Tuesday,Winter,Very Long,2024,Q1,February
6572,16-11-2024,Desktop,New User,Direct,56,Beauty & Personal Care,1473.35,3,30,1326.01,0,14,1240,Added,Not Purchased,Abandoned,4,0,EMI,16,11,Saturday,Spring,Long,2024,Q4,November
8462,04-08-2024,Desktop,Returning User,Organic Search,740,Home & Kitchen,1055.91,4,0,0,0,8,248,Not Added,Not Purchased,Not Abandoned,4,0,EMI,4,8,Sunday,Autumn,Very Short,2024,Q3,August
6761,21-04-2024,Desktop,Returning User,Social Media,510,Toys & Baby,887.27,2,20,354.91,0,24,1386,Added,Not Purchased,Abandoned,4,0,Net Banking,21,4,Sunday,Summer,Very Long,2024,Q2,April
6346,15-12-2024,Desktop,Returning User,Referral,477,Sports & Fitness,477.54,2,0,0,955.08,15,1215,Added,Purchased,Not Abandoned,2,15,Net Banking,15,12,Sunday,Winter,Long,2024,Q4,December
5205,23-06-2024,Desktop,New User,Direct,454,Fashion,575.59,4,0,0,0,7,1149,Added,Not Purchased,Abandoned,4,0,EMI,23,6,Sunday,Autumn,Long,2024,Q2,June
3203,01-06-2024,Desktop,New User,Organic Search,583,Sports & Fitness,219.33,2,0,0,438.66,4,397,Added,Purchased,Not Abandoned,4,48,UPI,1,6,Saturday,Autumn,Very Short,2024,Q2,June
3526,08-01-2024,Desktop,New User,Email Campaign,148,Electronics,806.71,1,15,121.01,0,22,1518,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,8,1,Monday,Winter,Very Long,2024,Q1,January
7710,29-12-2024,Desktop,Returning User,Organic Search,728,Toys & Baby,1066.01,2,0,0,0,12,1615,Added,Not Purchased,Abandoned,4,0,Credit Card,29,12,Sunday,Winter,Very Long,2024,Q4,December
1628,04-11-2024,Tablet,Returning User,Email Campaign,492,Beauty & Personal Care,1411.6,1,0,0,0,9,913,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,4,11,Monday,Spring,Long,2024,Q4,November
1760,05-03-2024,Desktop,New User,Email Campaign,321,Electronics,968.15,4,5,193.63,0,2,990,Not Added,Not Purchased,Not Abandoned,4,0,UPI,5,3,Tuesday,Summer,Long,2024,Q1,March
4569,11-12-2024,Tablet,Returning User,Direct,263,Beauty & Personal Care,1427.42,2,5,142.74,0,3,1131,Not Added,Not Purchased,Not Abandoned,4,0,EMI,11,12,Wednesday,Winter,Long,2024,Q4,December
7968,17-10-2024,Desktop,New User,Organic Search,716,Electronics,717.31,3,15,322.79,1829.14,15,310,Added,Purchased,Not Abandoned,4,25,Cash on Delivery,17,10,Thursday,Spring,Very Short,2024,Q4,October
6912,02-06-2024,Mobile,New User,Social Media,742,Books,1038.77,4,20,831.02,0,11,1060,Added,Not Purchased,Abandoned,4,0,EMI,2,6,Sunday,Autumn,Long,2024,Q2,June
6309,04-12-2024,Mobile,Returning User,Social Media,488,Fashion,536.16,2,0,0,0,18,1364,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,4,12,Wednesday,Winter,Very Long,2024,Q4,December
5806,23-07-2024,Desktop,New User,Paid Ads,209,Books,1001.42,2,15,300.43,0,4,1369,Added,Not Purchased,Abandoned,4,0,UPI,23,7,Tuesday,Autumn,Very Long,2024,Q3,July
1996,08-09-2024,Mobile,Returning User,Social Media,289,Grocery,981.99,4,15,589.19,3338.77,13,1471,Added,Purchased,Not Abandoned,4,5,EMI,8,9,Sunday,Spring,Very Long,2024,Q3,September
3985,07-03-2024,Mobile,Returning User,Paid Ads,707,Grocery,773.31,3,0,0,2319.93,24,57,Added,Purchased,Not Abandoned,2,12,EMI,7,3,Thursday,Summer,Very Short,2024,Q1,March
1715,09-02-2024,Mobile,New User,Email Campaign,397,Toys & Baby,282.77,4,0,0,0,15,54,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,9,2,Friday,Winter,Very Short,2024,Q1,February
7822,11-07-2024,Desktop,Returning User,Email Campaign,273,Toys & Baby,890.91,1,10,89.09,0,1,674,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,11,7,Thursday,Autumn,Short,2024,Q3,July
7756,29-04-2024,Mobile,New User,Referral,826,Home & Kitchen,770.05,2,0,0,0,10,84,Not Added,Not Purchased,Not Abandoned,4,0,UPI,29,4,Monday,Summer,Very Short,2024,Q2,April
3322,24-12-2024,Desktop,Returning User,Direct,757,Books,967.91,2,15,290.37,0,19,441,Added,Not Purchased,Abandoned,4,0,EMI,24,12,Tuesday,Winter,Very Short,2024,Q4,December
3636,01-02-2024,Desktop,New User,Email Campaign,524,Books,243,2,15,72.9,0,13,625,Added,Not Purchased,Abandoned,4,0,UPI,1,2,Thursday,Winter,Short,2024,Q1,February
3856,05-10-2024,Desktop,New User,Organic Search,10,Beauty & Personal Care,1433.64,2,0,0,0,21,661,Not Added,Not Purchased,Not Abandoned,4,0,Cash on Delivery,5,10,Saturday,Spring,Short,2024,Q4,October
9002,07-08-2024,Desktop,New User,Paid Ads,828,Toys & Baby,526.72,1,20,105.34,0,1,1216,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,7,8,Wednesday,Autumn,Long,2024,Q3,August
5396,16-11-2024,Mobile,New User,Direct,840,Toys & Baby,678.69,3,0,0,0,8,1344,Not Added,Not Purchased,Not Abandoned,4,0,Credit Card,16,11,Saturday,Spring,Long,2024,Q4,November
7857,30-12-2024,Tablet,New User,Referral,842,Sports & Fitness,438.97,3,0,0,0,19,627,Added,Not Purchased,Abandoned,4,0,Debit Card,30,12,Monday,Winter,Short,2024,Q4,December
5038,13-11-2024,Desktop,Returning User,Paid Ads,108,Sports & Fitness,329.81,1,15,49.47,0,22,1787,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,13,11,Wednesday,Spring,Very Long,2024,Q4,November
7283,16-05-2024,Mobile,Returning User,Referral,593,Grocery,996.53,4,10,398.61,0,16,328,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,16,5,Thursday,Summer,Very Short,2024,Q2,May
5754,10-09-2024,Mobile,New User,Paid Ads,550,Grocery,392.38,1,25,98.1,0,14,1389,Added,Not Purchased,Abandoned,4,0,Credit Card,10,9,Tuesday,Spring,Very Long,2024,Q3,September
3507,29-02-2024,Desktop,New User,Referral,56,Fashion,473.82,2,15,142.15,0,22,262,Not Added,Not Purchased,Not Abandoned,4,0,UPI,29,2,Thursday,Winter,Very Short,2024,Q1,February
8885,26-06-2024,Desktop,New User,Paid Ads,126,Beauty & Personal Care,662.78,2,10,132.56,1193,22,410,Added,Purchased,Not Abandoned,5,22,Debit Card,26,6,Wednesday,Autumn,Very Short,2024,Q2,June
7379,08-04-2024,Desktop,Returning User,Paid Ads,830,Grocery,154.48,3,0,0,0,1,1535,Added,Not Purchased,Abandoned,4,0,Debit Card,8,4,Monday,Summer,Very Long,2024,Q2,April
7923,01-04-2024,Desktop,Returning User,Paid Ads,97,Fashion,700.12,4,5,140.02,2660.46,3,241,Added,Purchased,Not Abandoned,3,27,Debit Card,1,4,Monday,Summer,Very Short,2024,Q2,April
9532,27-07-2024,Tablet,Returning User,Organic Search,674,Toys & Baby,1034.36,4,0,0,0,21,1516,Added,Not Purchased,Abandoned,4,0,Credit Card,27,7,Saturday,Autumn,Very Long,2024,Q3,July
3238,16-02-2024,Desktop,Returning User,Social Media,782,Toys & Baby,1166.83,3,10,350.05,3150.44,9,332,Added,Purchased,Not Abandoned,4,26,EMI,16,2,Friday,Winter,Very Short,2024,Q1,February
1823,26-07-2024,Mobile,Returning User,Social Media,370,Toys & Baby,967.5,3,0,0,0,21,523,Added,Not Purchased,Abandoned,4,0,UPI,26,7,Friday,Autumn,Short,2024,Q3,July
6239,26-05-2024,Mobile,New User,Referral,390,Books,1584.25,3,0,0,0,5,352,Not Added,Not Purchased,Not Abandoned,4,0,UPI,26,5,Sunday,Summer,Very Short,2024,Q2,May
3935,24-03-2024,Mobile,Returning User,Social Media,409,Sports & Fitness,436.23,1,15,65.43,0,17,199,Added,Not Purchased,Abandoned,4,0,EMI,24,3,Sunday,Summer,Very Short,2024,Q1,March
4921,24-07-2024,Mobile,New User,Social Media,463,Sports & Fitness,140,2,0,0,0,11,1361,Added,Not Purchased,Abandoned,4,0,EMI,24,7,Wednesday,Autumn,Very Long,2024,Q3,July
3111,01-10-2024,Mobile,Returning User,Paid Ads,23,Electronics,558.38,4,5,111.68,0,19,771,Added,Not Purchased,Abandoned,4,0,Debit Card,1,10,Tuesday,Spring,Short,2024,Q4,October
4585,10-08-2024,Desktop,Returning User,Organic Search,69,Sports & Fitness,327.21,2,15,98.16,0,12,44,Added,Not Purchased,Abandoned,4,0,Credit Card,10,8,Saturday,Autumn,Very Short,2024,Q3,August
4538,02-02-2024,Desktop,New User,Email Campaign,783,Electronics,953.07,3,15,428.88,0,4,1779,Added,Not Purchased,Abandoned,4,0,Debit Card,2,2,Friday,Winter,Very Long,2024,Q1,February
4154,24-07-2024,Mobile,New User,Direct,316,Sports & Fitness,254.51,4,5,50.9,0,8,1320,Added,Not Purchased,Abandoned,4,0,EMI,24,7,Wednesday,Autumn,Long,2024,Q3,July
7680,15-08-2024,Desktop,New User,Direct,832,Toys & Baby,859.54,4,0,0,3438.16,23,1063,Added,Purchased,Not Abandoned,4,19,Net Banking,15,8,Thursday,Autumn,Long,2024,Q3,August
6333,06-09-2024,Tablet,Returning User,Organic Search,68,Fashion,468.11,1,0,0,0,18,170,Not Added,Not Purchased,Not Abandoned,4,0,Debit Card,6,9,Friday,Spring,Very Short,2024,Q3,September
5267,04-06-2024,Mobile,New User,Paid Ads,99,Sports & Fitness,416.72,3,10,125.02,0,17,1726,Added,Not Purchased,Abandoned,4,0,Cash on Delivery,4,6,Tuesday,Autumn,Very Long,2024,Q2,June
2014,04-02-2024,Mobile,New User,Email Campaign,387,Sports & Fitness,217.94,4,30,261.53,0,22,823,Added,Not Purchased,Abandoned,4,0,Debit Card,4,2,Sunday,Winter,Short,2024,Q1,February
6136,16-02-2024,Desktop,Returning User,Organic Search,685,Toys & Baby,294.54,2,0,0,0,4,207,Added,Not Purchased,Abandoned,4,0,EMI,16,2,Friday,Winter,Very Short,2024,Q1,February
2575,01-05-2024,Desktop,Returning User,Organic Search,113,Books,762.55,1,5,38.13,0,16,1391,Not Added,Not Purchased,Not Abandoned,4,0,EMI,1,5,Wednesday,Summer,Very Long,2024,Q2,May
3827,19-08-2024,Desktop,Returning User,Referral,479,Home & Kitchen,767.28,2,20,306.91,1227.65,19,1523,Added,Purchased,Not Abandoned,3,8,Credit Card,19,8,Monday,Autumn,Very Long,2024,Q3,August
4733,26-09-2024,Mobile,Returning User,Referral,248,Beauty & Personal Care,424.31,1,20,84.86,0,21,1487,Added,Not Purchased,Abandoned,4,0,Credit Card,26,9,Thursday,Spring,Very Long,2024,Q3,September
2271,02-09-2024,Desktop,Returning User,Direct,136,Home & Kitchen,1508.65,4,5,301.73,0,6,811,Not Added,Not Purchased,Not Abandoned,4,0,Net Banking,2,9,Monday,Spring,Short,2024,Q3,September
4505,23-04-2024,Desktop,New User,Paid Ads,225,Grocery,536.17,4,10,214.47,0,16,1758,Added,Not Purchased,Abandoned,4,0,EMI,23,4,Tuesday,Summer,Very Long,2024,Q2,April
