customer_id,total_purchases,total_revenue,avg_order_value,product_category,device_type,payment_method,marketing_channel,days_since_purchase,churn_status,is_churned,churn_risk
2237,1,3555.01,3555.01,Books,Mobile,UPI,Direct,166,Churned,1,Churned
2240,1,2536.47,2536.47,Toys & Baby,Mobile,Cash on Delivery,Organic Search,126,Churned,1,Churned
2244,1,2059.52,2059.52,Books,Desktop,Credit Card,Email Campaign,239,Churned,1,Churned
2247,1,450.13,450.13,Toys & Baby,Desktop,Net Banking,Email Campaign,281,Churned,1,Churned
2255,2,3328.34,1664.17,Electronics,Desktop,Cash on Delivery,Email Campaign,2,Active,0,Low Risk
2258,1,617.2,617.2,Electronics,Desktop,UPI,Paid Ads,144,Churned,1,Churned
2260,2,4882.51,2441.255,Beauty & Personal Care,Mobile,Cash on Delivery,Direct,227,Churned,1,Churned
2262,1,415.06,415.06,Beauty & Personal Care,Desktop,Credit Card,Referral,24,Active,0,Low Risk
2266,1,641.5,641.5,Beauty & Personal Care,Desktop,UPI,Referral,128,Churned,1,Churned
2275,1,767.39,767.39,Fashion,Desktop,Net Banking,Direct,289,Churned,1,Churned
2277,1,951.32,951.32,Sports & Fitness,Mobile,Credit Card,Direct,245,Churned,1,Churned
2278,1,2229.28,2229.28,Beauty & Personal Care,Mobile,Credit Card,Paid Ads,183,Churned,1,Churned
2280,1,1117.05,1117.05,Fashion,Desktop,Debit Card,Organic Search,234,Churned,1,Churned
2281,1,1506.42,1506.42,Books,Mobile,EMI,Paid Ads,57,Active,0,Medium Risk
2282,1,2032.3,2032.3,Beauty & Personal Care,Mobile,Credit Card,Paid Ads,24,Active,0,Low Risk
2286,2,1859.9899999999998,929.9949999999999,Grocery,Desktop,Debit Card,Referral,104,Churned,1,Churned
2287,2,7664.75,3832.375,Grocery,Desktop,Credit Card,Referral,104,Churned,1,Churned
2288,1,2882.34,2882.34,Home & Kitchen,Desktop,EMI,Direct,69,Active,0,High Risk
2289,1,2204.36,2204.36,Fashion,Tablet,EMI,Email Campaign,346,Churned,1,Churned
2292,1,2318.59,2318.59,Beauty & Personal Care,Desktop,Debit Card,Email Campaign,279,Churned,1,Churned
2294,2,1449.48,724.74,Electronics,Desktop,Cash on Delivery,Direct,103,Churned,1,Churned
2295,1,6400.47,6400.47,Toys & Baby,Tablet,Net Banking,Direct,103,Churned,1,Churned
2296,2,2406.66,1203.33,Fashion,Desktop,Cash on Delivery,Direct,207,Churned,1,Churned
2297,2,2106.12,1053.06,Grocery,Mobile,Cash on Delivery,Email Campaign,117,Churned,1,Churned
2303,1,403.28,403.28,Sports & Fitness,Mobile,Net Banking,Referral,58,Active,0,Medium Risk
2307,1,1828.44,1828.44,Books,Desktop,Net Banking,Paid Ads,166,Churned,1,Churned
2308,1,1523.48,1523.48,Books,Mobile,Net Banking,Organic Search,183,Churned,1,Churned
2312,1,5409.68,5409.68,Toys & Baby,Desktop,EMI,Direct,227,Churned,1,Churned
2314,2,2389.71,1194.855,Fashion,Desktop,Debit Card,Direct,47,Active,0,Medium Risk
2319,1,799.92,799.92,Electronics,Mobile,Net Banking,Organic Search,144,Churned,1,Churned
2324,1,632.77,632.77,Toys & Baby,Desktop,Credit Card,Referral,270,Churned,1,Churned
2325,1,5234.01,5234.01,Books,Desktop,Credit Card,Organic Search,102,Churned,1,Churned
2327,1,354.06,354.06,Sports & Fitness,Desktop,UPI,Direct,285,Churned,1,Churned
2329,2,2434.0,1217.0,Fashion,Desktop,EMI,Direct,25,Active,0,Low Risk
2335,2,3961.23,1980.615,Grocery,Desktop,UPI,Email Campaign,121,Churned,1,Churned
2344,2,2970.8500000000004,1485.4250000000002,Electronics,Desktop,Credit Card,Referral,70,Active,0,High Risk
2347,2,3007.0,1503.5,Electronics,Mobile,Debit Card,Organic Search,138,Churned,1,Churned
2349,2,4454.2300000000005,2227.1150000000002,Fashion,Desktop,Cash on Delivery,Referral,111,Churned,1,Churned
2350,1,1769.0,1769.0,Electronics,Desktop,EMI,Referral,14,Active,0,Low Risk
2355,2,2391.05,1195.525,Electronics,Desktop,Cash on Delivery,Email Campaign,85,Active,0,High Risk
2357,1,484.42,484.42,Fashion,Desktop,Cash on Delivery,Referral,269,Churned,1,Churned
2359,3,10788.55,3596.183333333333,Books,Desktop,Cash on Delivery,Social Media,11,Active,0,Low Risk
2361,1,1184.9,1184.9,Sports & Fitness,Desktop,Cash on Delivery,Referral,95,Churned,1,Churned
2363,1,423.72,423.72,Fashion,Mobile,UPI,Paid Ads,334,Churned,1,Churned
2364,1,4331.28,4331.28,Books,Desktop,Cash on Delivery,Direct,290,Churned,1,Churned
2365,1,495.65,495.65,Toys & Baby,Desktop,Net Banking,Organic Search,317,Churned,1,Churned
2367,1,1637.1,1637.1,Grocery,Desktop,EMI,Email Campaign,27,Active,0,Low Risk
2368,1,793.74,793.74,Beauty & Personal Care,Tablet,UPI,Organic Search,220,Churned,1,Churned
2370,1,540.62,540.62,Sports & Fitness,Desktop,UPI,Social Media,315,Churned,1,Churned
2375,1,3161.86,3161.86,Books,Desktop,EMI,Social Media,308,Churned,1,Churned
2376,1,1353.56,1353.56,Books,Desktop,UPI,Referral,123,Churned,1,Churned
2378,2,5497.6,2748.8,Beauty & Personal Care,Mobile,Cash on Delivery,Direct,167,Churned,1,Churned
2381,1,869.54,869.54,Beauty & Personal Care,Mobile,Credit Card,Social Media,25,Active,0,Low Risk
2385,1,2476.74,2476.74,Grocery,Mobile,UPI,Direct,181,Churned,1,Churned
2387,1,643.25,643.25,Home & Kitchen,Desktop,Cash on Delivery,Direct,299,Churned,1,Churned
2388,1,1168.64,1168.64,Beauty & Personal Care,Mobile,Credit Card,Direct,39,Active,0,Medium Risk
2390,1,1128.06,1128.06,Grocery,Desktop,Cash on Delivery,Referral,344,Churned,1,Churned
2394,1,2244.2,2244.2,Fashion,Desktop,UPI,Organic Search,166,Churned,1,Churned
2395,1,963.64,963.64,Grocery,Mobile,Credit Card,Email Campaign,280,Churned,1,Churned
2396,2,3426.21,1713.105,Beauty & Personal Care,Mobile,Debit Card,Organic Search,5,Active,0,Low Risk
2398,2,7151.139999999999,3575.5699999999997,Fashion,Desktop,Cash on Delivery,Direct,96,Churned,1,Churned
2399,1,256.94,256.94,Electronics,Mobile,EMI,Organic Search,210,Churned,1,Churned
2402,2,4831.389999999999,2415.6949999999997,Beauty & Personal Care,Mobile,EMI,Email Campaign,132,Churned,1,Churned
2405,1,1034.52,1034.52,Beauty & Personal Care,Mobile,Net Banking,Paid Ads,177,Churned,1,Churned
2406,1,2242.92,2242.92,Fashion,Desktop,EMI,Email Campaign,198,Churned,1,Churned
2407,1,242.01,242.01,Electronics,Desktop,Debit Card,Email Campaign,105,Churned,1,Churned
2410,1,1982.73,1982.73,Beauty & Personal Care,Tablet,EMI,Direct,339,Churned,1,Churned
2412,2,842.66,421.33,Fashion,Desktop,Credit Card,Direct,24,Active,0,Low Risk
2415,1,2792.32,2792.32,Books,Mobile,Credit Card,Email Campaign,359,Churned,1,Churned
2417,3,7266.429999999999,2422.143333333333,Books,Desktop,Cash on Delivery,Email Campaign,113,Churned,1,Churned
2418,3,3150.91,1050.3033333333333,Sports & Fitness,Desktop,Debit Card,Paid Ads,233,Churned,1,Churned
2419,1,262.53,262.53,Fashion,Mobile,Net Banking,Direct,178,Churned,1,Churned
2421,2,4790.17,2395.085,Toys & Baby,Desktop,Debit Card,Referral,123,Churned,1,Churned
2422,3,2554.2200000000003,851.4066666666668,Grocery,Desktop,EMI,Paid Ads,43,Active,0,Medium Risk
2423,2,1721.88,860.94,Fashion,Mobile,Credit Card,Paid Ads,5,Active,0,Low Risk
2424,1,3172.36,3172.36,Grocery,Tablet,Debit Card,Email Campaign,42,Active,0,Medium Risk
2425,1,1592.51,1592.51,Fashion,Tablet,Cash on Delivery,Direct,276,Churned,1,Churned
2429,1,3957.48,3957.48,Home & Kitchen,Desktop,EMI,Organic Search,196,Churned,1,Churned
2430,1,641.88,641.88,Sports & Fitness,Desktop,Net Banking,Email Campaign,141,Churned,1,Churned
2431,2,2341.2799999999997,1170.6399999999999,Fashion,Desktop,EMI,Email Campaign,168,Churned,1,Churned
2435,2,5916.63,2958.315,Beauty & Personal Care,Mobile,Credit Card,Referral,17,Active,0,Low Risk
2436,1,1363.24,1363.24,Electronics,Desktop,Debit Card,Paid Ads,95,Churned,1,Churned
2438,1,4495.8,4495.8,Toys & Baby,Mobile,Net Banking,Social Media,127,Churned,1,Churned
2440,1,1616.89,1616.89,Toys & Baby,Mobile,Cash on Delivery,Paid Ads,306,Churned,1,Churned
2443,2,1095.1399999999999,547.5699999999999,Books,Desktop,EMI,Direct,44,Active,0,Medium Risk
2446,1,6305.0,6305.0,Home & Kitchen,Desktop,Net Banking,Social Media,303,Churned,1,Churned
2448,1,3704.66,3704.66,Books,Desktop,EMI,Paid Ads,111,Churned,1,Churned
2451,2,4754.38,2377.19,Fashion,Desktop,Credit Card,Email Campaign,181,Churned,1,Churned
2453,2,8017.26,4008.63,Books,Desktop,Credit Card,Social Media,217,Churned,1,Churned
2455,1,2008.08,2008.08,Fashion,Desktop,Debit Card,Direct,249,Churned,1,Churned
2458,1,1843.14,1843.14,Home & Kitchen,Desktop,Debit Card,Email Campaign,90,Active,0,High Risk
2459,1,1398.81,1398.81,Books,Mobile,Net Banking,Social Media,40,Active,0,Medium Risk
2460,1,634.56,634.56,Grocery,Tablet,Net Banking,Direct,309,Churned,1,Churned
2461,1,3136.9,3136.9,Books,Tablet,Debit Card,Referral,256,Churned,1,Churned
2462,2,3195.4700000000003,1597.7350000000001,Grocery,Desktop,Cash on Delivery,Direct,307,Churned,1,Churned
2465,2,1060.6599999999999,530.3299999999999,Grocery,Desktop,Debit Card,Direct,55,Active,0,Medium Risk
2466,1,1050.38,1050.38,Electronics,Desktop,Credit Card,Organic Search,317,Churned,1,Churned
2469,2,2834.2,1417.1,Electronics,Desktop,Debit Card,Direct,151,Churned,1,Churned
2472,1,2631.31,2631.31,Home & Kitchen,Desktop,EMI,Referral,96,Churned,1,Churned
2474,1,2877.06,2877.06,Books,Mobile,UPI,Paid Ads,227,Churned,1,Churned
2476,1,1014.83,1014.83,Books,Tablet,UPI,Paid Ads,323,Churned,1,Churned
2478,1,619.42,619.42,Electronics,Desktop,Debit Card,Email Campaign,60,Active,0,Medium Risk
2484,1,442.98,442.98,Fashion,Mobile,Cash on Delivery,Email Campaign,94,Churned,1,Churned
2486,1,986.19,986.19,Home & Kitchen,Mobile,UPI,Email Campaign,10,Active,0,Low Risk
2487,1,3466.22,3466.22,Toys & Baby,Desktop,Net Banking,Direct,286,Churned,1,Churned
2488,3,2745.75,915.25,Fashion,Desktop,Credit Card,Direct,207,Churned,1,Churned
2489,1,384.48,384.48,Sports & Fitness,Mobile,EMI,Email Campaign,225,Churned,1,Churned
2490,1,1874.09,1874.09,Grocery,Mobile,Credit Card,Social Media,358,Churned,1,Churned
2491,1,1057.06,1057.06,Books,Mobile,Net Banking,Direct,260,Churned,1,Churned
2492,1,1765.4,1765.4,Toys & Baby,Mobile,Net Banking,Email Campaign,330,Churned,1,Churned
2494,1,174.93,174.93,Sports & Fitness,Mobile,UPI,Email Campaign,223,Churned,1,Churned
2498,1,2589.03,2589.03,Grocery,Desktop,UPI,Paid Ads,328,Churned,1,Churned
2501,1,289.33,289.33,Electronics,Desktop,Debit Card,Email Campaign,191,Churned,1,Churned
2503,1,1406.12,1406.12,Home & Kitchen,Desktop,Debit Card,Social Media,220,Churned,1,Churned
2506,1,5779.33,5779.33,Toys & Baby,Desktop,Debit Card,Social Media,241,Churned,1,Churned
2507,1,943.81,943.81,Grocery,Desktop,Net Banking,Email Campaign,268,Churned,1,Churned
2509,4,9080.46,2270.115,Toys & Baby,Desktop,Cash on Delivery,Organic Search,44,Active,0,Medium Risk
2510,1,655.47,655.47,Sports & Fitness,Desktop,EMI,Paid Ads,122,Churned,1,Churned
2511,1,3293.65,3293.65,Grocery,Desktop,Debit Card,Paid Ads,155,Churned,1,Churned
2515,2,2717.28,1358.64,Fashion,Mobile,Credit Card,Direct,61,Active,0,High Risk
2517,2,4964.02,2482.01,Grocery,Mobile,Cash on Delivery,Email Campaign,268,Churned,1,Churned
2519,2,1165.01,582.505,Books,Mobile,Credit Card,Email Campaign,73,Active,0,High Risk
2522,1,2041.77,2041.77,Fashion,Desktop,Net Banking,Social Media,142,Churned,1,Churned
2524,1,544.2,544.2,Grocery,Mobile,Cash on Delivery,Social Media,307,Churned,1,Churned
2526,2,4137.12,2068.56,Beauty & Personal Care,Desktop,Cash on Delivery,Direct,113,Churned,1,Churned
2527,2,4376.7,2188.35,Electronics,Desktop,Net Banking,Organic Search,70,Active,0,High Risk
2528,1,325.58,325.58,Electronics,Desktop,Cash on Delivery,Referral,187,Churned,1,Churned
2532,1,2456.1,2456.1,Toys & Baby,Desktop,Debit Card,Social Media,346,Churned,1,Churned
2533,1,3765.61,3765.61,Home & Kitchen,Mobile,EMI,Referral,251,Churned,1,Churned
2534,1,2291.33,2291.33,Beauty & Personal Care,Mobile,UPI,Email Campaign,51,Active,0,Medium Risk
2535,1,800.73,800.73,Grocery,Tablet,UPI,Email Campaign,41,Active,0,Medium Risk
2543,1,308.43,308.43,Books,Tablet,UPI,Referral,25,Active,0,Low Risk
2546,1,5820.69,5820.69,Books,Desktop,Credit Card,Referral,21,Active,0,Low Risk
2549,2,4126.59,2063.295,Books,Desktop,Net Banking,Direct,161,Churned,1,Churned
2551,2,2166.74,1083.37,Beauty & Personal Care,Desktop,Net Banking,Referral,248,Churned,1,Churned
2556,1,4668.81,4668.81,Home & Kitchen,Mobile,Cash on Delivery,Paid Ads,302,Churned,1,Churned
2557,1,1406.84,1406.84,Fashion,Mobile,Debit Card,Direct,170,Churned,1,Churned
2558,3,7011.08,2337.0266666666666,Home & Kitchen,Tablet,UPI,Referral,13,Active,0,Low Risk
2559,1,3969.94,3969.94,Grocery,Desktop,Cash on Delivery,Email Campaign,238,Churned,1,Churned
2564,1,3319.36,3319.36,Beauty & Personal Care,Desktop,Debit Card,Organic Search,354,Churned,1,Churned
2567,1,602.4,602.4,Sports & Fitness,Desktop,EMI,Social Media,220,Churned,1,Churned
2569,1,217.17,217.17,Fashion,Mobile,Net Banking,Direct,245,Churned,1,Churned
2572,1,1479.39,1479.39,Grocery,Desktop,Cash on Delivery,Email Campaign,227,Churned,1,Churned
2573,1,233.0,233.0,Sports & Fitness,Mobile,Cash on Delivery,Social Media,311,Churned,1,Churned
2574,3,8379.22,2793.0733333333333,Beauty & Personal Care,Mobile,Credit Card,Paid Ads,79,Active,0,High Risk
2576,1,1934.76,1934.76,Books,Desktop,EMI,Organic Search,314,Churned,1,Churned
2577,1,1496.55,1496.55,Home & Kitchen,Tablet,EMI,Referral,247,Churned,1,Churned
2583,1,473.5,473.5,Beauty & Personal Care,Desktop,EMI,Paid Ads,189,Churned,1,Churned
2584,1,3175.56,3175.56,Toys & Baby,Mobile,UPI,Organic Search,307,Churned,1,Churned
2585,3,10070.72,3356.9066666666663,Home & Kitchen,Desktop,Cash on Delivery,Direct,20,Active,0,Low Risk
2586,1,4102.48,4102.48,Beauty & Personal Care,Desktop,Net Banking,Referral,351,Churned,1,Churned
2590,2,1663.9,831.95,Fashion,Mobile,Credit Card,Direct,192,Churned,1,Churned
2591,1,3883.94,3883.94,Home & Kitchen,Desktop,Cash on Delivery,Email Campaign,227,Churned,1,Churned
2595,1,822.96,822.96,Toys & Baby,Desktop,EMI,Direct,355,Churned,1,Churned
2596,1,425.54,425.54,Fashion,Desktop,Debit Card,Social Media,172,Churned,1,Churned
2597,1,3559.62,3559.62,Beauty & Personal Care,Desktop,EMI,Organic Search,163,Churned,1,Churned
2599,1,2026.4,2026.4,Fashion,Tablet,Credit Card,Direct,341,Churned,1,Churned
2600,1,819.53,819.53,Electronics,Desktop,Net Banking,Email Campaign,300,Churned,1,Churned
2601,3,2820.4300000000003,940.1433333333334,Beauty & Personal Care,Desktop,EMI,Email Campaign,101,Churned,1,Churned
2602,1,5324.58,5324.58,Toys & Baby,Mobile,EMI,Paid Ads,282,Churned,1,Churned
2607,2,8590.07,4295.035,Beauty & Personal Care,Mobile,Cash on Delivery,Direct,179,Churned,1,Churned
2608,1,2632.28,2632.28,Home & Kitchen,Desktop,UPI,Paid Ads,362,Churned,1,Churned
2611,1,868.77,868.77,Beauty & Personal Care,Mobile,Credit Card,Paid Ads,63,Active,0,High Risk
2613,1,2156.08,2156.08,Books,Desktop,Credit Card,Paid Ads,71,Active,0,High Risk
2615,1,1471.45,1471.45,Home & Kitchen,Mobile,EMI,Paid Ads,39,Active,0,Medium Risk
2622,1,236.64,236.64,Grocery,Mobile,Credit Card,Direct,132,Churned,1,Churned
2629,1,372.65,372.65,Beauty & Personal Care,Desktop,Cash on Delivery,Organic Search,96,Churned,1,Churned
2631,1,4762.62,4762.62,Home & Kitchen,Desktop,UPI,Email Campaign,126,Churned,1,Churned
2632,1,631.96,631.96,Grocery,Tablet,Credit Card,Email Campaign,21,Active,0,Low Risk
2633,1,320.26,320.26,Sports & Fitness,Mobile,Cash on Delivery,Organic Search,97,Churned,1,Churned
2636,1,545.95,545.95,Books,Tablet,Credit Card,Direct,175,Churned,1,Churned
2644,2,3809.29,1904.645,Grocery,Desktop,UPI,Referral,49,Active,0,Medium Risk
2646,2,2113.0499999999997,1056.5249999999999,Grocery,Desktop,Cash on Delivery,Organic Search,117,Churned,1,Churned
2647,1,2839.53,2839.53,Beauty & Personal Care,Tablet,UPI,Email Campaign,102,Churned,1,Churned
2648,3,6517.379999999999,2172.4599999999996,Fashion,Desktop,Debit Card,Direct,153,Churned,1,Churned
2649,1,1448.16,1448.16,Grocery,Mobile,Debit Card,Direct,74,Active,0,High Risk
2650,1,752.76,752.76,Grocery,Tablet,EMI,Organic Search,130,Churned,1,Churned
2656,1,1952.0,1952.0,Electronics,Mobile,Net Banking,Email Campaign,307,Churned,1,Churned
2658,1,783.21,783.21,Electronics,Desktop,Net Banking,Organic Search,151,Churned,1,Churned
2659,1,3550.06,3550.06,Home & Kitchen,Desktop,Cash on Delivery,Organic Search,230,Churned,1,Churned
2663,2,2529.43,1264.715,Grocery,Desktop,Credit Card,Direct,108,Churned,1,Churned
2665,1,2962.44,2962.44,Electronics,Mobile,Net Banking,Organic Search,130,Churned,1,Churned
2666,1,180.92,180.92,Sports & Fitness,Tablet,Cash on Delivery,Direct,297,Churned,1,Churned
2667,2,2895.0600000000004,1447.5300000000002,Electronics,Mobile,EMI,Email Campaign,61,Active,0,High Risk
2668,1,749.17,749.17,Fashion,Tablet,Net Banking,Organic Search,158,Churned,1,Churned
2669,1,673.05,673.05,Sports & Fitness,Desktop,Net Banking,Direct,241,Churned,1,Churned
2671,3,7731.25,2577.0833333333335,Home & Kitchen,Mobile,Cash on Delivery,Direct,70,Active,0,High Risk
2678,1,236.89,236.89,Books,Mobile,Net Banking,Email Campaign,152,Churned,1,Churned
2680,2,4179.96,2089.98,Grocery,Desktop,Credit Card,Social Media,286,Churned,1,Churned
2684,2,3029.67,1514.835,Fashion,Desktop,Credit Card,Direct,19,Active,0,Low Risk
2688,4,4665.7699999999995,1166.4424999999999,Home & Kitchen,Desktop,Cash on Delivery,Organic Search,31,Active,0,Medium Risk
2689,3,3816.79,1272.2633333333333,Electronics,Mobile,Cash on Delivery,Email Campaign,63,Active,0,High Risk
2690,1,557.97,557.97,Electronics,Mobile,Cash on Delivery,Direct,258,Churned,1,Churned
2691,1,92.11,92.11,Sports & Fitness,Desktop,Net Banking,Paid Ads,47,Active,0,Medium Risk
2692,1,223.47,223.47,Sports & Fitness,Desktop,Credit Card,Organic Search,212,Churned,1,Churned
2693,1,1687.28,1687.28,Electronics,Desktop,Debit Card,Organic Search,201,Churned,1,Churned
2698,1,296.98,296.98,Electronics,Mobile,Debit Card,Paid Ads,247,Churned,1,Churned
2701,1,3732.45,3732.45,Books,Mobile,Cash on Delivery,Direct,286,Churned,1,Churned
2703,1,1355.73,1355.73,Toys & Baby,Desktop,EMI,Referral,54,Active,0,Medium Risk
2705,1,5568.58,5568.58,Toys & Baby,Mobile,Debit Card,Paid Ads,363,Churned,1,Churned
2707,1,731.68,731.68,Fashion,Mobile,Cash on Delivery,Email Campaign,316,Churned,1,Churned
2708,1,2952.29,2952.29,Home & Kitchen,Mobile,Credit Card,Direct,109,Churned,1,Churned
2710,2,1335.5700000000002,667.7850000000001,Books,Desktop,Credit Card,Direct,142,Churned,1,Churned
2711,1,1368.76,1368.76,Beauty & Personal Care,Desktop,Net Banking,Email Campaign,88,Active,0,High Risk
2714,1,514.09,514.09,Electronics,Desktop,UPI,Email Campaign,173,Churned,1,Churned
2716,1,2245.98,2245.98,Fashion,Mobile,EMI,Referral,260,Churned,1,Churned
2717,2,3890.17,1945.085,Electronics,Mobile,EMI,Direct,45,Active,0,Medium Risk
2721,1,389.03,389.03,Beauty & Personal Care,Desktop,Credit Card,Paid Ads,104,Churned,1,Churned
2722,1,2545.56,2545.56,Electronics,Mobile,UPI,Email Campaign,258,Churned,1,Churned
2726,2,2550.6800000000003,1275.3400000000001,Beauty & Personal Care,Mobile,Cash on Delivery,Organic Search,270,Churned,1,Churned
2727,1,1124.67,1124.67,Toys & Baby,Desktop,Credit Card,Organic Search,83,Active,0,High Risk
2728,2,2921.7200000000003,1460.8600000000001,Books,Mobile,Cash on Delivery,Organic Search,220,Churned,1,Churned
2730,1,518.11,518.11,Fashion,Desktop,Debit Card,Direct,158,Churned,1,Churned
2732,1,435.85,435.85,Beauty & Personal Care,Tablet,Debit Card,Social Media,73,Active,0,High Risk
2733,1,1231.76,1231.76,Toys & Baby,Mobile,Net Banking,Email Campaign,48,Active,0,Medium Risk
2735,2,1635.5300000000002,817.7650000000001,Beauty & Personal Care,Desktop,EMI,Organic Search,54,Active,0,Medium Risk
2736,1,1461.58,1461.58,Toys & Baby,Mobile,UPI,Direct,92,Churned,1,Churned
2737,1,1798.58,1798.58,Home & Kitchen,Mobile,Net Banking,Referral,144,Churned,1,Churned
2738,2,2302.67,1151.335,Beauty & Personal Care,Desktop,Credit Card,Paid Ads,207,Churned,1,Churned
2739,1,1943.51,1943.51,Electronics,Mobile,Credit Card,Paid Ads,246,Churned,1,Churned
2740,1,476.04,476.04,Electronics,Desktop,UPI,Social Media,340,Churned,1,Churned
2742,1,1051.26,1051.26,Beauty & Personal Care,Desktop,Net Banking,Paid Ads,359,Churned,1,Churned
2743,1,765.41,765.41,Fashion,Mobile,Credit Card,Referral,147,Churned,1,Churned
2745,1,468.55,468.55,Electronics,Mobile,Credit Card,Email Campaign,354,Churned,1,Churned
2746,1,1431.67,1431.67,Home & Kitchen,Mobile,Cash on Delivery,Social Media,27,Active,0,Low Risk
2748,1,592.78,592.78,Grocery,Desktop,Credit Card,Organic Search,314,Churned,1,Churned
2749,1,333.0,333.0,Fashion,Desktop,Cash on Delivery,Social Media,53,Active,0,Medium Risk
2751,2,8097.55,4048.775,Beauty & Personal Care,Desktop,Credit Card,Direct,100,Churned,1,Churned
2753,2,3799.09,1899.545,Electronics,Mobile,Cash on Delivery,Direct,315,Churned,1,Churned
2754,1,1175.41,1175.41,Home & Kitchen,Mobile,Credit Card,Direct,102,Churned,1,Churned
2755,1,1076.95,1076.95,Toys & Baby,Desktop,Cash on Delivery,Social Media,334,Churned,1,Churned
2756,2,1468.6,734.3,Electronics,Mobile,Cash on Delivery,Referral,185,Churned,1,Churned
2757,1,3275.71,3275.71,Beauty & Personal Care,Mobile,EMI,Paid Ads,27,Active,0,Low Risk
2758,1,587.9,587.9,Fashion,Desktop,Cash on Delivery,Email Campaign,116,Churned,1,Churned
2759,1,3785.88,3785.88,Home & Kitchen,Mobile,UPI,Referral,36,Active,0,Medium Risk
2760,1,2884.8,2884.8,Beauty & Personal Care,Mobile,Credit Card,Social Media,345,Churned,1,Churned
2761,1,1030.62,1030.62,Fashion,Desktop,Debit Card,Direct,266,Churned,1,Churned
2769,1,343.64,343.64,Electronics,Tablet,Debit Card,Paid Ads,134,Churned,1,Churned
2770,2,6422.71,3211.355,Sports & Fitness,Mobile,Net Banking,Direct,255,Churned,1,Churned
2771,1,762.26,762.26,Grocery,Desktop,Debit Card,Email Campaign,64,Active,0,High Risk
2772,1,2171.84,2171.84,Beauty & Personal Care,Desktop,Net Banking,Social Media,20,Active,0,Low Risk
2780,2,6567.049999999999,3283.5249999999996,Grocery,Desktop,Cash on Delivery,Direct,237,Churned,1,Churned
2783,4,6986.240000000001,1746.5600000000002,Grocery,Mobile,Cash on Delivery,Referral,59,Active,0,Medium Risk
2786,1,1198.02,1198.02,Fashion,Mobile,Cash on Delivery,Social Media,237,Churned,1,Churned
2787,1,1560.73,1560.73,Toys & Baby,Mobile,Cash on Delivery,Email Campaign,202,Churned,1,Churned
2788,1,707.16,707.16,Fashion,Desktop,Debit Card,Direct,196,Churned,1,Churned
2790,1,108.44,108.44,Sports & Fitness,Desktop,Debit Card,Email Campaign,139,Churned,1,Churned
2793,1,331.95,331.95,Fashion,Desktop,Credit Card,Social Media,27,Active,0,Low Risk
2794,1,4580.96,4580.96,Grocery,Desktop,Credit Card,Direct,244,Churned,1,Churned
2796,1,3518.39,3518.39,Toys & Baby,Mobile,Net Banking,Paid Ads,178,Churned,1,Churned
2797,1,1169.0,1169.0,Electronics,Tablet,Credit Card,Paid Ads,184,Churned,1,Churned
2798,2,4643.15,2321.575,Beauty & Personal Care,Desktop,Cash on Delivery,Paid Ads,168,Churned,1,Churned
2799,3,6504.94,2168.313333333333,Sports & Fitness,Desktop,Cash on Delivery,Organic Search,91,Churned,1,Churned
2801,2,1282.23,641.115,Sports & Fitness,Desktop,Credit Card,Email Campaign,118,Churned,1,Churned
2802,1,2972.79,2972.79,Toys & Baby,Desktop,Credit Card,Paid Ads,68,Active,0,High Risk
2804,1,2572.61,2572.61,Beauty & Personal Care,Desktop,Credit Card,Direct,246,Churned,1,Churned
2810,2,3787.02,1893.51,Fashion,Mobile,Cash on Delivery,Email Campaign,183,Churned,1,Churned
2811,1,2227.05,2227.05,Toys & Baby,Mobile,UPI,Referral,136,Churned,1,Churned
2812,1,1791.55,1791.55,Toys & Baby,Mobile,Net Banking,Paid Ads,96,Churned,1,Churned
2813,1,609.45,609.45,Grocery,Desktop,Net Banking,Referral,325,Churned,1,Churned
2814,2,6410.81,3205.405,Books,Desktop,Cash on Delivery,Organic Search,79,Active,0,High Risk
2816,1,2391.37,2391.37,Books,Mobile,Credit Card,Paid Ads,69,Active,0,High Risk
2817,1,1364.4,1364.4,Fashion,Mobile,UPI,Referral,20,Active,0,Low Risk
2818,2,6011.61,3005.805,Books,Mobile,Debit Card,Organic Search,64,Active,0,High Risk
2819,1,427.93,427.93,Electronics,Tablet,Debit Card,Paid Ads,56,Active,0,Medium Risk
2821,3,8288.779999999999,2762.9266666666663,Books,Desktop,Credit Card,Paid Ads,32,Active,0,Medium Risk
2824,3,7341.73,2447.2433333333333,Beauty & Personal Care,Tablet,UPI,Referral,85,Active,0,High Risk
2829,1,643.17,643.17,Fashion,Desktop,Debit Card,Direct,29,Active,0,Low Risk
2831,1,805.68,805.68,Electronics,Desktop,UPI,Organic Search,217,Churned,1,Churned
2832,1,4980.84,4980.84,Books,Desktop,Credit Card,Referral,327,Churned,1,Churned
2833,1,2638.71,2638.71,Beauty & Personal Care,Desktop,EMI,Email Campaign,343,Churned,1,Churned
2835,1,941.6,941.6,Books,Desktop,Credit Card,Email Campaign,269,Churned,1,Churned
2838,1,2397.51,2397.51,Fashion,Mobile,UPI,Social Media,40,Active,0,Medium Risk
2840,1,1597.05,1597.05,Books,Desktop,Debit Card,Direct,125,Churned,1,Churned
