customer_id,total_orders,total_revenue,avg_order_value,product_category,device_type,marketing_channel,lifespan_days,lifespan_months,purchase_freq_monthly,predicted_clv,historical_clv,clv_tier
3117,1,1065.5,1065.5,Books,Desktop,Direct,1,0.03,5.0,63930.0,1065.5,Gold
3118,2,2332.74,1166.37,Home & Kitchen,Desktop,Referral,121,4.03,0.4963,6946.43,2332.74,Bronze
3119,2,4961.79,2480.895,Sports & Fitness,Mobile,Paid Ads,51,1.7,1.1765,35025.28,4961.79,Silver
3121,2,4383.87,2191.935,Grocery,Desktop,Referral,17,0.57,3.5088,92292.74,4383.87,Gold
3122,1,2434.09,2434.09,Beauty & Personal Care,Desktop,Organic Search,1,0.03,5.0,146045.4,2434.09,Platinum
3123,1,403.01,403.01,Sports & Fitness,Mobile,Referral,1,0.03,5.0,24180.6,403.01,Silver
3124,1,240.26,240.26,Sports & Fitness,Desktop,Referral,1,0.03,5.0,14415.6,240.26,Bronze
3126,1,724.99,724.99,Grocery,Desktop,Social Media,1,0.03,5.0,43499.4,724.99,Silver
3128,3,2478.08,826.0266666666666,Sports & Fitness,Desktop,Email Campaign,112,3.73,0.8043,7972.48,2478.08,Bronze
3129,1,2074.68,2074.68,Grocery,Tablet,Organic Search,1,0.03,5.0,124480.8,2074.68,Platinum
3131,1,881.86,881.86,Grocery,Desktop,Social Media,1,0.03,5.0,52911.6,881.86,Silver
3133,1,1733.53,1733.53,Home & Kitchen,Desktop,Email Campaign,1,0.03,5.0,104011.8,1733.53,Gold
3134,1,604.0,604.0,Fashion,Mobile,Direct,1,0.03,5.0,36240.0,604.0,Silver
3135,2,1976.2,988.1,Books,Desktop,Direct,119,3.97,0.5038,5973.66,1976.2,Bronze
3137,1,3071.68,3071.68,Fashion,Desktop,Social Media,1,0.03,5.0,184300.8,3071.68,Platinum
3139,1,2161.92,2161.92,Electronics,Desktop,Referral,1,0.03,5.0,129715.2,2161.92,Platinum
3140,2,3433.88,1716.94,Home & Kitchen,Desktop,Direct,207,6.9,0.2899,5972.89,3433.88,Bronze
3141,1,893.18,893.18,Toys & Baby,Mobile,Email Campaign,1,0.03,5.0,53590.8,893.18,Silver
3142,2,965.03,482.515,Fashion,Desktop,Direct,149,4.97,0.4024,2329.97,965.03,Bronze
3144,1,2964.06,2964.06,Electronics,Desktop,Referral,1,0.03,5.0,177843.6,2964.06,Platinum
3145,1,2348.29,2348.29,Fashion,Mobile,Email Campaign,1,0.03,5.0,140897.4,2348.29,Platinum
3150,1,351.11,351.11,Fashion,Desktop,Paid Ads,1,0.03,5.0,21066.6,351.11,Silver
3151,1,3652.0,3652.0,Home & Kitchen,Desktop,Email Campaign,1,0.03,5.0,219120.0,3652.0,Platinum
3155,1,257.28,257.28,Grocery,Tablet,Direct,1,0.03,5.0,15436.8,257.28,Bronze
3160,1,825.21,825.21,Sports & Fitness,Desktop,Referral,1,0.03,5.0,49512.6,825.21,Silver
3162,2,5189.4400000000005,2594.7200000000003,Grocery,Desktop,Email Campaign,133,4.43,0.4515,14058.19,5189.44,Bronze
3166,1,165.26,165.26,Sports & Fitness,Desktop,Email Campaign,1,0.03,5.0,9915.6,165.26,Bronze
3170,1,1152.64,1152.64,Fashion,Desktop,Organic Search,1,0.03,5.0,69158.4,1152.64,Gold
3173,1,1159.81,1159.81,Electronics,Mobile,Social Media,1,0.03,5.0,69588.6,1159.81,Gold
3176,1,1004.96,1004.96,Home & Kitchen,Mobile,Organic Search,1,0.03,5.0,60297.6,1004.96,Gold
3180,1,119.71,119.71,Fashion,Mobile,Email Campaign,1,0.03,5.0,7182.6,119.71,Bronze
3182,1,1050.62,1050.62,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,63037.2,1050.62,Gold
3183,1,401.2,401.2,Sports & Fitness,Desktop,Organic Search,1,0.03,5.0,24072.0,401.2,Silver
3184,1,1203.93,1203.93,Electronics,Mobile,Organic Search,1,0.03,5.0,72235.8,1203.93,Gold
3188,2,2043.6399999999999,1021.8199999999999,Beauty & Personal Care,Desktop,Email Campaign,208,6.93,0.2886,3538.77,2043.64,Bronze
3189,1,653.14,653.14,Books,Mobile,Direct,1,0.03,5.0,39188.4,653.14,Silver
3191,2,4114.66,2057.33,Fashion,Desktop,Direct,203,6.77,0.2954,7292.82,4114.66,Bronze
3192,2,3772.46,1886.23,Books,Desktop,Referral,23,0.77,2.5974,58791.53,3772.46,Gold
3193,2,6477.18,3238.59,Toys & Baby,Desktop,Referral,56,1.87,1.0695,41564.06,6477.18,Silver
3196,1,796.46,796.46,Books,Mobile,Organic Search,1,0.03,5.0,47787.6,796.46,Silver
3197,1,2187.33,2187.33,Electronics,Mobile,Paid Ads,1,0.03,5.0,131239.8,2187.33,Platinum
3199,1,113.04,113.04,Fashion,Desktop,Email Campaign,1,0.03,5.0,6782.4,113.04,Bronze
3200,3,4233.42,1411.14,Books,Desktop,Paid Ads,144,4.8,0.625,10583.55,4233.42,Bronze
3202,1,1859.47,1859.47,Fashion,Desktop,Social Media,1,0.03,5.0,111568.2,1859.47,Gold
3203,1,438.66,438.66,Sports & Fitness,Desktop,Organic Search,1,0.03,5.0,26319.6,438.66,Silver
3204,1,3017.0,3017.0,Books,Mobile,Email Campaign,1,0.03,5.0,181020.0,3017.0,Platinum
3205,1,2309.84,2309.84,Home & Kitchen,Mobile,Direct,1,0.03,5.0,138590.4,2309.84,Platinum
3206,1,2005.05,2005.05,Books,Desktop,Organic Search,1,0.03,5.0,120303.0,2005.05,Gold
3207,2,7242.75,3621.375,Beauty & Personal Care,Desktop,Organic Search,46,1.53,1.3072,56806.34,7242.75,Gold
3211,1,5794.96,5794.96,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,347697.6,5794.96,Platinum
3213,2,3030.91,1515.455,Books,Desktop,Organic Search,170,5.67,0.3527,6414.01,3030.91,Bronze
3214,1,634.7,634.7,Books,Desktop,Social Media,1,0.03,5.0,38082.0,634.7,Silver
3216,1,2933.06,2933.06,Home & Kitchen,Mobile,Paid Ads,1,0.03,5.0,175983.6,2933.06,Platinum
3218,1,4502.4,4502.4,Books,Desktop,Referral,1,0.03,5.0,270144.0,4502.4,Platinum
3221,2,3051.3599999999997,1525.6799999999998,Electronics,Mobile,Organic Search,14,0.47,4.2553,77906.71,3051.36,Gold
3222,1,2717.68,2717.68,Home & Kitchen,Desktop,Social Media,1,0.03,5.0,163060.8,2717.68,Platinum
3225,3,4888.14,1629.38,Beauty & Personal Care,Desktop,Organic Search,162,5.4,0.5556,10863.4,4888.14,Bronze
3228,1,1034.3,1034.3,Books,Desktop,Direct,1,0.03,5.0,62058.0,1034.3,Gold
3229,1,2260.08,2260.08,Home & Kitchen,Desktop,Referral,1,0.03,5.0,135604.8,2260.08,Platinum
3237,1,1911.91,1911.91,Toys & Baby,Desktop,Email Campaign,1,0.03,5.0,114714.6,1911.91,Gold
3238,1,3150.44,3150.44,Toys & Baby,Desktop,Social Media,1,0.03,5.0,189026.4,3150.44,Platinum
3239,1,3147.62,3147.62,Books,Desktop,Referral,1,0.03,5.0,188857.2,3147.62,Platinum
3240,2,5949.87,2974.935,Electronics,Desktop,Direct,90,3.0,0.6667,23800.67,5949.87,Silver
3241,1,1005.99,1005.99,Sports & Fitness,Mobile,Organic Search,1,0.03,5.0,60359.4,1005.99,Gold
3243,1,993.0,993.0,Beauty & Personal Care,Mobile,Paid Ads,1,0.03,5.0,59580.0,993.0,Gold
3244,1,1171.08,1171.08,Fashion,Desktop,Referral,1,0.03,5.0,70264.8,1171.08,Gold
3245,2,5923.93,2961.965,Home & Kitchen,Desktop,Direct,158,5.27,0.3795,13488.79,5923.93,Bronze
3247,1,997.77,997.77,Fashion,Desktop,Social Media,1,0.03,5.0,59866.2,997.77,Gold
3251,1,1336.07,1336.07,Books,Desktop,Email Campaign,1,0.03,5.0,80164.2,1336.07,Gold
3252,2,2312.12,1156.06,Electronics,Desktop,Direct,38,1.27,1.5748,21846.76,2312.12,Silver
3253,2,1151.15,575.575,Books,Mobile,Paid Ads,119,3.97,0.5038,3479.7,1151.15,Bronze
3258,1,4411.99,4411.99,Books,Tablet,Social Media,1,0.03,5.0,264719.4,4411.99,Platinum
3259,1,533.81,533.81,Home & Kitchen,Desktop,Email Campaign,1,0.03,5.0,32028.6,533.81,Silver
3263,2,4747.86,2373.93,Electronics,Desktop,Organic Search,127,4.23,0.4728,13468.73,4747.86,Bronze
3267,1,798.8,798.8,Toys & Baby,Mobile,Paid Ads,1,0.03,5.0,47928.0,798.8,Silver
3273,1,423.2,423.2,Fashion,Desktop,Social Media,1,0.03,5.0,25392.0,423.2,Silver
3277,2,2710.45,1355.225,Beauty & Personal Care,Desktop,Email Campaign,70,2.33,0.8584,13959.9,2710.45,Bronze
3279,1,240.42,240.42,Toys & Baby,Mobile,Organic Search,1,0.03,5.0,14425.2,240.42,Bronze
3280,1,386.38,386.38,Grocery,Desktop,Organic Search,1,0.03,5.0,23182.8,386.38,Silver
3281,1,644.69,644.69,Sports & Fitness,Desktop,Organic Search,1,0.03,5.0,38681.4,644.69,Silver
3282,1,2087.93,2087.93,Toys & Baby,Desktop,Paid Ads,1,0.03,5.0,125275.8,2087.93,Platinum
3283,1,4274.84,4274.84,Books,Mobile,Social Media,1,0.03,5.0,256490.4,4274.84,Platinum
3284,1,2739.08,2739.08,Home & Kitchen,Mobile,Paid Ads,1,0.03,5.0,164344.8,2739.08,Platinum
3285,1,1263.83,1263.83,Beauty & Personal Care,Desktop,Paid Ads,1,0.03,5.0,75829.8,1263.83,Gold
3287,1,147.91,147.91,Fashion,Tablet,Social Media,1,0.03,5.0,8874.6,147.91,Bronze
3291,2,5370.21,2685.105,Books,Desktop,Email Campaign,132,4.4,0.4545,14644.56,5370.21,Bronze
3292,1,1468.34,1468.34,Books,Mobile,Direct,1,0.03,5.0,88100.4,1468.34,Gold
3293,1,521.76,521.76,Electronics,Desktop,Social Media,1,0.03,5.0,31305.6,521.76,Silver
3296,1,625.81,625.81,Grocery,Desktop,Direct,1,0.03,5.0,37548.6,625.81,Silver
3300,3,4454.7300000000005,1484.91,Grocery,Desktop,Direct,246,8.2,0.3659,6519.94,4454.73,Bronze
3301,1,3925.78,3925.78,Home & Kitchen,Mobile,Social Media,1,0.03,5.0,235546.8,3925.78,Platinum
3307,1,1220.33,1220.33,Beauty & Personal Care,Mobile,Paid Ads,1,0.03,5.0,73219.8,1220.33,Gold
3310,2,5221.030000000001,2610.5150000000003,Beauty & Personal Care,Desktop,Paid Ads,211,7.03,0.2845,8912.3,5221.03,Bronze
3311,1,685.27,685.27,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,41116.2,685.27,Silver
3315,1,2191.24,2191.24,Home & Kitchen,Desktop,Paid Ads,1,0.03,5.0,131474.4,2191.24,Platinum
3316,1,137.74,137.74,Sports & Fitness,Mobile,Social Media,1,0.03,5.0,8264.4,137.74,Bronze
3318,1,3604.26,3604.26,Grocery,Desktop,Organic Search,1,0.03,5.0,216255.6,3604.26,Platinum
3320,1,2607.94,2607.94,Fashion,Desktop,Organic Search,1,0.03,5.0,156476.4,2607.94,Platinum
3322,2,1001.37,500.685,Fashion,Mobile,Paid Ads,89,2.97,0.6734,4045.94,1001.37,Bronze
3326,3,3405.75,1135.25,Electronics,Desktop,Email Campaign,155,5.17,0.5803,7905.43,3405.75,Bronze
3332,1,1074.4,1074.4,Sports & Fitness,Desktop,Organic Search,1,0.03,5.0,64464.0,1074.4,Gold
3333,1,1789.48,1789.48,Books,Desktop,Email Campaign,1,0.03,5.0,107368.8,1789.48,Gold
3334,1,59.89,59.89,Sports & Fitness,Desktop,Paid Ads,1,0.03,5.0,3593.4,59.89,Bronze
3336,1,705.1,705.1,Grocery,Mobile,Social Media,1,0.03,5.0,42306.0,705.1,Silver
3338,1,492.48,492.48,Sports & Fitness,Desktop,Paid Ads,1,0.03,5.0,29548.8,492.48,Silver
3339,1,721.76,721.76,Fashion,Desktop,Referral,1,0.03,5.0,43305.6,721.76,Silver
3342,1,5903.34,5903.34,Toys & Baby,Tablet,Email Campaign,1,0.03,5.0,354200.4,5903.34,Platinum
3343,1,910.42,910.42,Books,Mobile,Organic Search,1,0.03,5.0,54625.2,910.42,Silver
3344,1,505.66,505.66,Toys & Baby,Mobile,Social Media,1,0.03,5.0,30339.6,505.66,Silver
3345,1,600.6,600.6,Home & Kitchen,Desktop,Referral,1,0.03,5.0,36036.0,600.6,Silver
3346,1,3470.25,3470.25,Beauty & Personal Care,Desktop,Social Media,1,0.03,5.0,208215.0,3470.25,Platinum
3347,1,1242.62,1242.62,Beauty & Personal Care,Desktop,Referral,1,0.03,5.0,74557.2,1242.62,Gold
3350,2,1715.62,857.81,Home & Kitchen,Desktop,Email Campaign,38,1.27,1.5748,16210.55,1715.62,Bronze
3352,1,3358.76,3358.76,Toys & Baby,Desktop,Paid Ads,1,0.03,5.0,201525.6,3358.76,Platinum
3357,1,1420.48,1420.48,Home & Kitchen,Desktop,Paid Ads,1,0.03,5.0,85228.8,1420.48,Gold
3358,1,4474.89,4474.89,Toys & Baby,Mobile,Paid Ads,1,0.03,5.0,268493.4,4474.89,Platinum
3361,1,2519.24,2519.24,Home & Kitchen,Mobile,Direct,1,0.03,5.0,151154.4,2519.24,Platinum
3362,1,279.9,279.9,Electronics,Mobile,Email Campaign,1,0.03,5.0,16794.0,279.9,Bronze
3366,2,2239.67,1119.835,Grocery,Mobile,Paid Ads,93,3.1,0.6452,8670.21,2239.67,Bronze
3368,1,394.78,394.78,Sports & Fitness,Tablet,Email Campaign,1,0.03,5.0,23686.8,394.78,Silver
3374,2,2421.4700000000003,1210.7350000000001,Electronics,Mobile,Social Media,319,10.63,0.1881,2732.87,2421.47,Bronze
3375,1,856.0,856.0,Books,Desktop,Referral,1,0.03,5.0,51360.0,856.0,Silver
3376,1,1505.65,1505.65,Home & Kitchen,Desktop,Paid Ads,1,0.03,5.0,90339.0,1505.65,Gold
3377,1,6388.2,6388.2,Home & Kitchen,Tablet,Referral,1,0.03,5.0,383292.0,6388.2,Platinum
3381,2,969.0799999999999,484.53999999999996,Electronics,Mobile,Direct,206,6.87,0.2911,1692.6,969.08,Bronze
3382,1,391.84,391.84,Fashion,Desktop,Referral,1,0.03,5.0,23510.4,391.84,Silver
3383,2,5576.62,2788.31,Beauty & Personal Care,Desktop,Referral,110,3.67,0.545,18235.55,5576.62,Bronze
3384,1,251.7,251.7,Electronics,Mobile,Referral,1,0.03,5.0,15102.0,251.7,Bronze
3386,2,4699.51,2349.755,Beauty & Personal Care,Mobile,Paid Ads,180,6.0,0.3333,9398.08,4699.51,Bronze
3387,1,3658.96,3658.96,Beauty & Personal Care,Desktop,Organic Search,1,0.03,5.0,219537.6,3658.96,Platinum
3391,1,2749.4,2749.4,Electronics,Desktop,Email Campaign,1,0.03,5.0,164964.0,2749.4,Platinum
3392,1,372.63,372.63,Sports & Fitness,Mobile,Paid Ads,1,0.03,5.0,22357.8,372.63,Silver
3393,1,3370.34,3370.34,Home & Kitchen,Tablet,Direct,1,0.03,5.0,202220.4,3370.34,Platinum
3394,1,196.74,196.74,Grocery,Desktop,Organic Search,1,0.03,5.0,11804.4,196.74,Bronze
3398,1,3165.84,3165.84,Beauty & Personal Care,Mobile,Social Media,1,0.03,5.0,189950.4,3165.84,Platinum
3402,4,4704.38,1176.095,Books,Mobile,Direct,286,9.53,0.4197,5923.28,4704.38,Bronze
3403,2,6197.36,3098.68,Books,Mobile,Paid Ads,141,4.7,0.4255,15821.86,6197.36,Bronze
3404,1,1355.7,1355.7,Grocery,Desktop,Organic Search,1,0.03,5.0,81342.0,1355.7,Gold
3405,1,1821.53,1821.53,Fashion,Desktop,Organic Search,1,0.03,5.0,109291.8,1821.53,Gold
3406,1,1057.37,1057.37,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,63442.2,1057.37,Gold
3407,2,1278.8899999999999,639.4449999999999,Electronics,Desktop,Organic Search,54,1.8,1.1111,8525.85,1278.89,Bronze
3409,2,1790.9299999999998,895.4649999999999,Home & Kitchen,Desktop,Email Campaign,34,1.13,1.7699,19018.6,1790.93,Bronze
3412,2,6989.15,3494.575,Home & Kitchen,Desktop,Email Campaign,54,1.8,1.1111,46593.87,6989.15,Silver
3414,1,592.12,592.12,Toys & Baby,Desktop,Organic Search,1,0.03,5.0,35527.2,592.12,Silver
3415,1,961.2,961.2,Toys & Baby,Tablet,Paid Ads,1,0.03,5.0,57672.0,961.2,Gold
3418,1,638.0,638.0,Sports & Fitness,Desktop,Paid Ads,1,0.03,5.0,38280.0,638.0,Silver
3419,2,3938.33,1969.165,Electronics,Desktop,Paid Ads,277,9.23,0.2167,5120.62,3938.33,Bronze
3420,1,2290.18,2290.18,Toys & Baby,Mobile,Direct,1,0.03,5.0,137410.8,2290.18,Platinum
3422,1,1727.88,1727.88,Sports & Fitness,Desktop,Referral,1,0.03,5.0,103672.8,1727.88,Gold
3423,1,207.01,207.01,Sports & Fitness,Desktop,Referral,1,0.03,5.0,12420.6,207.01,Bronze
3424,1,3025.64,3025.64,Home & Kitchen,Tablet,Email Campaign,1,0.03,5.0,181538.4,3025.64,Platinum
3425,2,1945.23,972.615,Electronics,Desktop,Email Campaign,185,6.17,0.3241,3782.69,1945.23,Bronze
3432,2,4211.07,2105.535,Home & Kitchen,Desktop,Organic Search,26,0.87,2.2989,58084.97,4211.07,Gold
3434,1,648.62,648.62,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,38917.2,648.62,Silver
3435,1,1218.84,1218.84,Toys & Baby,Mobile,Organic Search,1,0.03,5.0,73130.4,1218.84,Gold
3436,2,2152.7,1076.35,Electronics,Desktop,Social Media,46,1.53,1.3072,16884.06,2152.7,Bronze
3437,2,3057.62,1528.81,Books,Mobile,Referral,260,8.67,0.2307,4232.36,3057.62,Bronze
3438,3,4428.71,1476.2366666666667,Beauty & Personal Care,Desktop,Social Media,115,3.83,0.7833,13876.03,4428.71,Bronze
3439,1,920.65,920.65,Electronics,Tablet,Email Campaign,1,0.03,5.0,55239.0,920.65,Silver
3440,1,3063.96,3063.96,Fashion,Desktop,Organic Search,1,0.03,5.0,183837.6,3063.96,Platinum
3441,3,10079.25,3359.75,Grocery,Mobile,Organic Search,318,10.6,0.283,11409.71,10079.25,Bronze
3444,1,356.44,356.44,Fashion,Mobile,Email Campaign,1,0.03,5.0,21386.4,356.44,Silver
3448,1,2963.9,2963.9,Toys & Baby,Desktop,Organic Search,1,0.03,5.0,177834.0,2963.9,Platinum
3449,1,1049.52,1049.52,Toys & Baby,Mobile,Email Campaign,1,0.03,5.0,62971.2,1049.52,Gold
3452,1,886.34,886.34,Home & Kitchen,Mobile,Social Media,1,0.03,5.0,53180.4,886.34,Silver
3453,1,405.05,405.05,Sports & Fitness,Mobile,Direct,1,0.03,5.0,24303.0,405.05,Silver
3456,3,2437.7,812.5666666666666,Beauty & Personal Care,Desktop,Referral,223,7.43,0.4038,3937.37,2437.7,Bronze
3457,1,2720.07,2720.07,Home & Kitchen,Desktop,Email Campaign,1,0.03,5.0,163204.2,2720.07,Platinum
3458,1,3372.98,3372.98,Books,Mobile,Email Campaign,1,0.03,5.0,202378.8,3372.98,Platinum
3460,1,727.54,727.54,Toys & Baby,Desktop,Email Campaign,1,0.03,5.0,43652.4,727.54,Silver
3461,1,442.26,442.26,Grocery,Mobile,Paid Ads,1,0.03,5.0,26535.6,442.26,Silver
3462,2,3136.1400000000003,1568.0700000000002,Home & Kitchen,Desktop,Email Campaign,174,5.8,0.3448,6488.05,3136.14,Bronze
3465,1,2744.0,2744.0,Home & Kitchen,Desktop,Organic Search,1,0.03,5.0,164640.0,2744.0,Platinum
3466,1,4520.0,4520.0,Grocery,Desktop,Email Campaign,1,0.03,5.0,271200.0,4520.0,Platinum
3467,1,3949.23,3949.23,Books,Tablet,Direct,1,0.03,5.0,236953.8,3949.23,Platinum
3473,4,4706.65,1176.6625,Fashion,Mobile,Direct,355,11.83,0.3381,4773.96,4706.65,Bronze
3474,1,1513.84,1513.84,Toys & Baby,Mobile,Paid Ads,1,0.03,5.0,90830.4,1513.84,Gold
3475,1,257.44,257.44,Grocery,Mobile,Paid Ads,1,0.03,5.0,15446.4,257.44,Bronze
3481,1,174.59,174.59,Electronics,Mobile,Email Campaign,1,0.03,5.0,10475.4,174.59,Bronze
3482,1,2203.12,2203.12,Grocery,Desktop,Social Media,1,0.03,5.0,132187.2,2203.12,Platinum
3483,1,3297.71,3297.71,Electronics,Mobile,Social Media,1,0.03,5.0,197862.6,3297.71,Platinum
3486,1,5275.04,5275.04,Books,Tablet,Referral,1,0.03,5.0,316502.4,5275.04,Platinum
3488,1,2360.82,2360.82,Electronics,Desktop,Social Media,1,0.03,5.0,141649.2,2360.82,Platinum
3493,1,1731.48,1731.48,Beauty & Personal Care,Mobile,Organic Search,1,0.03,5.0,103888.8,1731.48,Gold
3499,1,250.58,250.58,Sports & Fitness,Tablet,Direct,1,0.03,5.0,15034.8,250.58,Bronze
3502,1,1859.06,1859.06,Toys & Baby,Mobile,Direct,1,0.03,5.0,111543.6,1859.06,Gold
3503,1,305.54,305.54,Sports & Fitness,Desktop,Direct,1,0.03,5.0,18332.4,305.54,Bronze
3507,1,2470.9,2470.9,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,148254.0,2470.9,Platinum
3508,1,436.31,436.31,Fashion,Tablet,Direct,1,0.03,5.0,26178.6,436.31,Silver
3510,1,273.54,273.54,Sports & Fitness,Desktop,Organic Search,1,0.03,5.0,16412.4,273.54,Bronze
3513,3,1897.7,632.5666666666667,Beauty & Personal Care,Mobile,Referral,333,11.1,0.2703,2051.79,1897.7,Bronze
3514,1,2836.86,2836.86,Home & Kitchen,Tablet,Organic Search,1,0.03,5.0,170211.6,2836.86,Platinum
3515,1,2332.66,2332.66,Electronics,Desktop,Social Media,1,0.03,5.0,139959.6,2332.66,Platinum
3520,1,2173.56,2173.56,Toys & Baby,Mobile,Social Media,1,0.03,5.0,130413.6,2173.56,Platinum
3521,1,516.03,516.03,Electronics,Mobile,Social Media,1,0.03,5.0,30961.8,516.03,Silver
3523,1,2151.97,2151.97,Beauty & Personal Care,Desktop,Paid Ads,1,0.03,5.0,129118.2,2151.97,Platinum
3524,1,2757.08,2757.08,Books,Desktop,Paid Ads,1,0.03,5.0,165424.8,2757.08,Platinum
3528,1,3108.08,3108.08,Grocery,Desktop,Organic Search,1,0.03,5.0,186484.8,3108.08,Platinum
3531,1,296.31,296.31,Grocery,Desktop,Paid Ads,1,0.03,5.0,17778.6,296.31,Bronze
3534,2,4984.02,2492.01,Beauty & Personal Care,Desktop,Email Campaign,311,10.37,0.1929,5768.5,4984.02,Bronze
3535,2,3622.63,1811.315,Books,Desktop,Paid Ads,24,0.8,2.5,54339.45,3622.63,Silver
3537,2,3244.62,1622.31,Home & Kitchen,Desktop,Organic Search,33,1.1,1.8182,35396.21,3244.62,Silver
3539,1,1041.32,1041.32,Electronics,Mobile,Social Media,1,0.03,5.0,62479.2,1041.32,Gold
3541,1,1572.76,1572.76,Books,Mobile,Social Media,1,0.03,5.0,94365.6,1572.76,Gold
3543,3,6348.01,2116.0033333333336,Electronics,Tablet,Direct,47,1.57,1.9108,48519.11,6348.01,Silver
3544,2,1812.22,906.11,Electronics,Mobile,Email Campaign,38,1.27,1.5748,17123.3,1812.22,Bronze
3545,1,2429.0,2429.0,Beauty & Personal Care,Mobile,Social Media,1,0.03,5.0,145740.0,2429.0,Platinum
3550,1,6604.36,6604.36,Books,Desktop,Referral,1,0.03,5.0,396261.6,6604.36,Platinum
3551,2,5448.4,2724.2,Home & Kitchen,Desktop,Direct,18,0.6,3.3333,108966.91,5448.4,Gold
3555,1,3296.3,3296.3,Books,Mobile,Referral,1,0.03,5.0,197778.0,3296.3,Platinum
3558,2,3705.13,1852.565,Books,Desktop,Organic Search,209,6.97,0.2869,6378.01,3705.13,Bronze
3559,2,5479.88,2739.94,Beauty & Personal Care,Desktop,Organic Search,32,1.07,1.8692,61457.95,5479.88,Gold
3560,1,576.52,576.52,Fashion,Desktop,Paid Ads,1,0.03,5.0,34591.2,576.52,Silver
3561,1,254.86,254.86,Sports & Fitness,Tablet,Paid Ads,1,0.03,5.0,15291.6,254.86,Bronze
3562,1,3824.88,3824.88,Home & Kitchen,Mobile,Paid Ads,1,0.03,5.0,229492.8,3824.88,Platinum
3565,1,848.64,848.64,Electronics,Desktop,Referral,1,0.03,5.0,50918.4,848.64,Silver
3566,1,1955.35,1955.35,Electronics,Desktop,Social Media,1,0.03,5.0,117321.0,1955.35,Gold
3567,1,694.84,694.84,Electronics,Desktop,Direct,1,0.03,5.0,41690.4,694.84,Silver
3571,1,1518.45,1518.45,Toys & Baby,Desktop,Direct,1,0.03,5.0,91107.0,1518.45,Gold
3573,1,2340.42,2340.42,Beauty & Personal Care,Desktop,Social Media,1,0.03,5.0,140425.2,2340.42,Platinum
3575,1,735.45,735.45,Electronics,Desktop,Organic Search,1,0.03,5.0,44127.0,735.45,Silver
3576,1,1079.81,1079.81,Electronics,Desktop,Organic Search,1,0.03,5.0,64788.6,1079.81,Gold
3577,1,2658.4,2658.4,Home & Kitchen,Desktop,Organic Search,1,0.03,5.0,159504.0,2658.4,Platinum
3578,1,1727.02,1727.02,Home & Kitchen,Mobile,Direct,1,0.03,5.0,103621.2,1727.02,Gold
3580,1,1473.45,1473.45,Fashion,Mobile,Social Media,1,0.03,5.0,88407.0,1473.45,Gold
3581,2,2547.36,1273.68,Electronics,Desktop,Direct,172,5.73,0.349,5334.17,2547.36,Bronze
3582,1,1015.69,1015.69,Beauty & Personal Care,Mobile,Email Campaign,1,0.03,5.0,60941.4,1015.69,Gold
3584,1,478.91,478.91,Sports & Fitness,Desktop,Email Campaign,1,0.03,5.0,28734.6,478.91,Silver
3586,1,3007.06,3007.06,Books,Mobile,Referral,1,0.03,5.0,180423.6,3007.06,Platinum
3590,1,996.11,996.11,Sports & Fitness,Mobile,Email Campaign,1,0.03,5.0,59766.6,996.11,Gold
3592,1,263.01,263.01,Fashion,Mobile,Paid Ads,1,0.03,5.0,15780.6,263.01,Bronze
3593,3,3994.54,1331.5133333333333,Beauty & Personal Care,Desktop,Referral,100,3.33,0.9009,14394.72,3994.54,Bronze
3594,1,839.79,839.79,Toys & Baby,Desktop,Social Media,1,0.03,5.0,50387.4,839.79,Silver
3595,1,544.64,544.64,Grocery,Mobile,Social Media,1,0.03,5.0,32678.4,544.64,Silver
3597,2,2591.53,1295.765,Home & Kitchen,Desktop,Email Campaign,90,3.0,0.6667,10366.64,2591.53,Bronze
3598,1,940.04,940.04,Toys & Baby,Desktop,Paid Ads,1,0.03,5.0,56402.4,940.04,Gold
3599,1,187.98,187.98,Electronics,Desktop,Paid Ads,1,0.03,5.0,11278.8,187.98,Bronze
3600,2,1794.19,897.095,Fashion,Desktop,Organic Search,8,0.27,5.0,53825.7,1794.19,Silver
3605,1,341.07,341.07,Electronics,Mobile,Social Media,1,0.03,5.0,20464.2,341.07,Silver
3608,1,620.78,620.78,Grocery,Mobile,Direct,1,0.03,5.0,37246.8,620.78,Silver
3609,2,3116.0299999999997,1558.0149999999999,Home & Kitchen,Desktop,Direct,150,5.0,0.4,7478.47,3116.03,Bronze
3613,2,5662.04,2831.02,Beauty & Personal Care,Mobile,Email Campaign,14,0.47,4.2553,144562.07,5662.04,Platinum
3617,1,2846.45,2846.45,Toys & Baby,Mobile,Referral,1,0.03,5.0,170787.0,2846.45,Platinum
3619,2,3243.06,1621.53,Sports & Fitness,Desktop,Organic Search,229,7.63,0.2621,5100.04,3243.06,Bronze
3621,2,6670.0,3335.0,Beauty & Personal Care,Desktop,Direct,92,3.07,0.6515,26073.03,6670.0,Silver
